month,day,hour,T,GHI,DNI,DHI,rh,wspd,pres
1,1,0,18.7,0.0,0.0,0.0,40.0,0.5,945.2
1,1,1,18.1,0.0,0.0,0.0,43.8,0.3,943.9
1,1,2,17.3,0.0,0.0,0.0,41.1,0.3,941.5
1,1,3,15.8,0.0,0.0,0.0,54.1,0.2,939.4
1,1,4,15.3,0.0,0.0,0.0,59.8,0.3,940.7
1,1,5,14.8,0.0,0.0,0.0,65.1,0.3,940.6
1,1,6,14.2,17.2,0.0,17.2,68.7,0.3,939.0
1,1,7,16.3,242.3,743.0,47.4,73.4,0.7,946.6
1,1,8,18.8,465.6,869.8,66.4,75.7,0.9,950.7
1,1,9,22.0,676.8,931.5,81.4,79.8,1.4,955.6
1,1,10,25.0,857.4,966.9,93.1,83.9,1.9,957.3
1,1,11,27.1,993.1,987.8,101.5,85.5,2.4,956.4
1,1,12,28.5,1069.3,995.1,106.1,89.9,2.9,957.0
1,1,13,29.9,1083.9,994.8,107.0,92.8,3.4,958.6
1,1,14,28.9,1036.0,987.4,104.1,90.1,3.6,954.2
1,1,15,28.1,930.6,973.0,97.6,76.2,3.5,953.4
1,1,16,26.9,774.0,947.1,87.7,66.0,3.2,951.8
1,1,17,25.7,578.7,902.5,74.5,53.6,2.8,949.8
1,1,18,24.1,359.5,817.4,57.9,46.0,2.1,949.0
1,1,19,22.3,141.0,622.6,35.8,45.4,1.5,948.5
1,1,20,20.9,0.0,0.0,0.0,42.9,1.4,948.4
1,1,21,19.9,0.0,0.0,0.0,37.2,1.0,948.8
1,1,22,19.4,0.0,0.0,0.0,34.9,0.6,949.2
1,1,23,18.5,0.0,0.0,0.0,34.4,0.2,947.0
1,2,0,18.1,0.0,0.0,0.0,36.9,0.3,947.8
1,2,1,17.8,0.0,0.0,0.0,40.2,0.3,947.6
1,2,2,17.2,0.0,0.0,0.0,42.8,0.4,945.8
1,2,3,16.1,0.0,0.0,0.0,49.0,0.1,944.4
1,2,4,15.4,0.0,0.0,0.0,55.8,0.1,945.3
1,2,5,15.1,0.0,0.0,0.0,61.1,0.2,946.6
1,2,6,14.9,16.7,0.0,16.7,64.5,0.3,946.0
1,2,7,16.8,241.9,748.9,47.2,65.2,0.7,952.3
1,2,8,19.5,465.2,873.0,66.3,73.4,0.9,957.7
1,2,9,22.4,677.9,935.9,81.4,76.3,1.4,960.3
1,2,10,25.0,860.4,972.4,93.2,79.3,1.9,961.5
1,2,11,27.1,997.8,993.8,101.8,80.3,2.3,961.4
1,2,12,28.4,1077.4,1003.5,106.6,82.8,2.8,960.7
1,2,13,29.4,1095.0,1005.6,107.7,84.5,3.2,962.0
1,2,14,28.9,1049.3,1000.3,104.9,84.5,3.4,959.1
1,2,15,28.0,943.8,986.9,98.4,69.8,3.3,956.8
1,2,16,27.1,786.6,962.5,88.5,60.9,3.1,955.8
1,2,17,25.7,589.7,919.8,75.3,53.1,2.7,953.1
1,2,18,23.7,366.3,832.3,58.4,46.5,1.9,950.9
1,2,19,21.3,144.2,636.9,36.1,42.4,1.2,949.8
1,2,20,19.8,0.0,0.0,0.0,39.3,1.0,951.5
1,2,21,18.7,0.0,0.0,0.0,36.9,0.5,952.5
1,2,22,17.8,0.0,0.0,0.0,33.8,0.1,952.1
1,2,23,17.0,0.0,0.0,0.0,34.8,0.4,951.0
1,3,0,16.3,0.0,0.0,0.0,33.7,0.5,950.8
1,3,1,15.7,0.0,0.0,0.0,35.1,0.5,949.9
1,3,2,15.3,0.0,0.0,0.0,36.4,0.5,949.6
1,3,3,14.8,0.0,0.0,0.0,43.0,0.3,948.6
1,3,4,14.4,0.0,0.0,0.0,48.9,0.4,948.2
1,3,5,15.3,0.0,0.0,0.0,56.4,0.2,952.1
1,3,6,16.1,16.2,0.0,16.2,61.7,0.2,953.7
1,3,7,18.8,244.1,763.9,47.3,66.5,0.5,961.0
1,3,8,21.4,470.0,887.0,66.6,72.2,0.9,962.9
1,3,9,24.1,683.0,946.3,81.7,75.6,1.3,964.8
1,3,10,26.6,864.6,979.1,93.5,78.4,1.8,966.0
1,3,11,28.6,1000.4,997.7,101.9,80.5,2.4,964.9
1,3,12,29.9,1077.4,1004.2,106.6,84.7,2.9,964.0
1,3,13,30.4,1092.5,1003.3,107.6,84.2,3.2,963.1
1,3,14,30.9,1044.7,995.6,104.7,83.6,3.3,964.5
1,3,15,30.0,937.6,979.5,98.1,69.9,3.3,962.0
1,3,16,28.8,779.8,952.7,88.1,56.4,3.1,959.3
1,3,17,27.2,583.0,907.1,74.9,48.3,2.7,957.2
1,3,18,25.3,366.3,830.4,58.5,43.2,1.9,954.8
1,3,19,23.0,146.6,647.3,36.3,39.3,1.3,952.9
1,3,20,21.5,0.0,0.0,0.0,36.1,1.0,954.5
1,3,21,20.4,0.0,0.0,0.0,35.2,0.5,954.2
1,3,22,19.4,0.0,0.0,0.0,33.6,0.1,953.5
1,3,23,18.4,0.0,0.0,0.0,34.9,0.4,952.2
1,4,0,17.6,0.0,0.0,0.0,35.3,0.4,951.2
1,4,1,16.8,0.0,0.0,0.0,37.5,0.5,949.8
1,4,2,16.1,0.0,0.0,0.0,40.7,0.5,948.6
1,4,3,15.4,0.0,0.0,0.0,48.9,0.4,946.9
1,4,4,14.7,0.0,0.0,0.0,55.4,0.6,946.0
1,4,5,15.9,0.0,0.0,0.0,59.6,0.4,951.1
1,4,6,17.2,15.4,0.0,15.4,65.5,0.1,954.1
1,4,7,19.7,239.6,755.0,46.9,72.1,0.5,959.8
1,4,8,22.7,465.9,883.0,66.3,73.2,0.9,963.8
1,4,9,25.6,679.6,944.1,81.4,76.3,1.2,965.7
1,4,10,28.4,862.3,978.3,93.2,79.4,1.7,967.1
1,4,11,30.7,999.6,998.3,101.7,82.3,2.2,967.2
1,4,12,32.1,1077.9,1005.5,106.5,86.5,2.8,966.4
1,4,13,32.8,1094.1,1005.3,107.5,86.3,3.2,966.0
1,4,14,32.4,1047.0,997.9,104.7,82.9,3.3,964.4
1,4,15,31.5,941.0,982.9,98.2,70.5,3.3,962.2
1,4,16,30.6,783.5,956.9,88.2,56.4,3.1,960.6
1,4,17,29.3,586.6,912.2,75.0,45.9,2.7,958.5
1,4,18,27.4,366.2,828.9,58.4,41.8,1.8,955.2
1,4,19,25.0,145.2,637.7,36.2,38.6,1.1,952.7
1,4,20,23.3,0.0,0.0,0.0,35.7,0.8,953.7
1,4,21,22.1,0.0,0.0,0.0,33.5,0.4,954.5
1,4,22,21.0,0.0,0.0,0.0,31.5,0.3,953.1
1,4,23,19.8,0.0,0.0,0.0,30.9,0.5,950.9
1,5,0,18.8,0.0,0.0,0.0,31.2,0.6,950.2
1,5,1,18.1,0.0,0.0,0.0,33.3,0.7,949.6
1,5,2,17.7,0.0,0.0,0.0,39.7,0.7,949.2
1,5,3,17.2,0.0,0.0,0.0,44.2,0.6,947.7
1,5,4,16.4,0.0,0.0,0.0,51.2,0.6,945.8
1,5,5,17.1,0.0,0.0,0.0,56.8,0.2,950.0
1,5,6,18.4,14.8,0.0,14.8,61.9,0.0,953.9
1,5,7,20.5,236.7,752.5,46.5,65.2,0.4,958.5
1,5,8,23.2,461.7,878.8,65.9,71.5,0.8,961.6
1,5,9,25.9,674.9,939.9,81.0,74.4,1.2,963.2
1,5,10,28.5,857.0,974.0,92.9,75.6,1.6,964.0
1,5,11,30.6,993.8,993.4,101.4,78.2,2.0,963.0
1,5,12,31.6,1071.8,1000.3,106.1,82.0,2.7,960.7
1,5,13,32.2,1088.1,999.8,107.1,81.5,3.2,959.7
1,5,14,31.6,1041.1,992.0,104.3,80.5,3.4,956.8
1,5,15,30.8,936.2,977.4,97.8,69.5,3.2,955.3
1,5,16,29.4,779.7,951.2,87.9,57.0,3.1,952.5
1,5,17,28.4,584.0,906.9,74.7,45.0,2.8,951.2
1,5,18,26.3,366.5,828.3,58.4,37.0,2.0,948.4
1,5,19,23.7,146.5,643.0,36.3,36.5,1.4,947.0
1,5,20,22.0,0.0,0.0,0.0,35.3,1.0,948.9
1,5,21,20.9,0.0,0.0,0.0,34.2,0.8,949.6
1,5,22,20.1,0.0,0.0,0.0,32.2,0.1,949.6
1,5,23,19.2,0.0,0.0,0.0,31.8,0.3,947.6
1,6,0,18.4,0.0,0.0,0.0,32.5,0.5,946.6
1,6,1,17.8,0.0,0.0,0.0,35.5,0.5,946.1
1,6,2,16.9,0.0,0.0,0.0,42.0,0.6,944.4
1,6,3,16.1,0.0,0.0,0.0,48.8,0.6,943.7
1,6,4,15.7,0.0,0.0,0.0,52.1,0.5,943.9
1,6,5,16.1,0.0,0.0,0.0,63.0,0.2,946.2
1,6,6,17.0,14.0,0.0,14.0,69.4,0.2,949.3
1,6,7,19.1,230.1,735.3,46.0,68.2,0.6,954.2
1,6,8,21.2,452.6,864.2,65.3,75.8,0.9,954.9
1,6,9,23.8,663.1,925.4,80.2,78.9,1.3,957.1
1,6,10,26.1,843.0,959.2,91.9,81.2,1.8,956.5
1,6,11,27.7,977.8,978.1,100.3,81.7,2.3,954.3
1,6,12,28.3,1054.8,984.6,105.0,84.7,2.9,951.4
1,6,13,28.6,1070.6,983.4,106.0,84.2,3.4,950.6
1,6,14,28.0,1023.9,974.9,103.2,81.3,3.7,948.7
1,6,15,27.0,919.8,959.0,96.8,70.7,3.5,947.7
1,6,16,25.9,765.1,931.7,87.0,59.8,3.3,946.3
1,6,17,25.0,571.8,885.6,74.0,49.3,2.9,945.0
1,6,18,23.4,359.1,808.7,57.8,42.8,2.3,943.5
1,6,19,21.9,143.5,625.5,36.0,42.1,1.7,943.9
1,6,20,20.6,0.0,0.0,0.0,44.8,1.3,943.5
1,6,21,19.6,0.0,0.0,0.0,40.6,1.1,943.6
1,6,22,19.2,0.0,0.0,0.0,39.8,0.5,944.2
1,6,23,18.6,0.0,0.0,0.0,40.9,0.4,942.9
1,7,0,18.1,0.0,0.0,0.0,42.6,0.5,942.8
1,7,1,17.5,0.0,0.0,0.0,47.0,0.4,942.2
1,7,2,17.4,0.0,0.0,0.0,52.1,0.7,942.9
1,7,3,15.8,0.0,0.0,0.0,63.5,0.6,938.8
1,7,4,15.5,0.0,0.0,0.0,68.0,0.7,942.1
1,7,5,14.9,0.0,0.0,0.0,67.3,0.6,941.7
1,7,6,16.2,13.0,0.0,13.0,72.9,0.7,946.5
1,7,7,18.6,219.7,704.6,45.0,77.7,0.9,952.0
1,7,8,20.8,438.4,839.0,64.3,78.8,1.2,954.3
1,7,9,23.4,646.5,903.5,79.2,81.8,1.6,957.7
1,7,10,25.3,825.2,939.7,91.0,84.8,2.2,958.3
1,7,11,27.0,960.3,960.8,99.4,83.9,2.8,958.8
1,7,12,28.2,1040.2,970.9,104.4,85.7,3.4,959.4
1,7,13,29.2,1059.6,973.0,105.6,89.7,3.7,961.5
1,7,14,28.7,1016.9,967.6,103.0,85.4,3.6,959.3
1,7,15,27.7,916.2,954.5,96.8,75.8,3.6,956.8
1,7,16,26.7,764.5,930.2,87.1,74.8,3.3,955.4
1,7,17,25.0,573.3,887.3,74.2,62.1,2.9,952.8
1,7,18,23.1,357.4,803.4,57.8,50.9,2.1,950.2
1,7,19,21.3,141.2,612.2,35.8,48.4,1.5,948.5
1,7,20,19.7,0.0,0.0,0.0,42.9,1.1,947.6
1,7,21,18.1,0.0,0.0,0.0,45.9,0.4,946.2
1,7,22,17.2,0.0,0.0,0.0,44.5,0.2,947.1
1,7,23,16.6,0.0,0.0,0.0,45.5,0.4,945.8
1,8,0,15.8,0.0,0.0,0.0,46.2,0.5,943.8
1,8,1,15.0,0.0,0.0,0.0,48.0,0.4,942.0
1,8,2,15.6,0.0,0.0,0.0,50.0,0.4,945.5
1,8,3,16.5,0.0,0.0,0.0,58.0,0.1,948.2
1,8,4,16.9,0.0,0.0,0.0,63.1,0.2,948.3
1,8,5,18.1,0.0,0.0,0.0,68.1,0.3,953.1
1,8,6,19.1,12.7,0.0,12.7,70.6,0.3,954.3
1,8,7,21.0,225.6,733.9,45.5,74.4,0.7,959.8
1,8,8,23.1,450.0,867.7,65.2,76.3,0.9,961.8
1,8,9,25.5,664.9,933.7,80.5,79.8,1.3,964.5
1,8,10,28.0,850.4,971.9,92.6,82.7,1.9,965.4
1,8,11,29.9,991.5,994.8,101.3,85.2,2.4,965.0
1,8,12,31.2,1072.3,1003.0,106.3,87.2,2.9,965.2
1,8,13,32.2,1091.0,1003.6,107.4,88.8,3.3,965.5
1,8,14,31.6,1046.3,997.0,104.7,87.2,3.5,962.5
1,8,15,30.9,941.0,981.6,98.2,74.7,3.4,960.8
1,8,16,29.7,784.0,955.0,88.3,65.3,3.2,957.9
1,8,17,28.4,587.4,910.0,75.1,55.8,2.8,955.8
1,8,18,26.5,365.3,822.2,58.4,49.9,1.9,953.2
1,8,19,24.1,144.2,627.0,36.2,46.2,1.4,951.0
1,8,20,22.3,0.0,0.0,0.0,42.4,0.9,952.0
1,8,21,21.0,0.0,0.0,0.0,37.5,0.4,952.4
1,8,22,19.7,0.0,0.0,0.0,34.6,0.3,951.2
1,8,23,18.8,0.0,0.0,0.0,33.6,0.6,951.3
1,9,0,18.0,0.0,0.0,0.0,35.4,0.6,950.1
1,9,1,17.4,0.0,0.0,0.0,38.0,0.5,949.1
1,9,2,17.2,0.0,0.0,0.0,41.7,0.3,949.6
1,9,3,17.2,0.0,0.0,0.0,47.9,0.3,948.4
1,9,4,16.1,0.0,0.0,0.0,53.2,0.5,944.2
1,9,5,16.7,0.0,0.0,0.0,61.6,0.3,948.9
1,9,6,17.2,6.9,0.0,6.9,66.2,0.1,950.3
1,9,7,19.2,229.1,756.0,45.7,67.4,0.4,956.2
1,9,8,21.8,459.0,891.5,65.7,74.6,0.8,959.6
1,9,9,23.7,675.6,952.9,81.1,77.9,1.2,958.4
1,9,10,26.1,860.7,986.3,93.2,81.0,1.8,960.2
1,9,11,27.9,1000.1,1005.1,101.8,82.0,2.4,960.0
1,9,12,28.8,1077.9,1009.3,106.6,83.8,3.0,957.7
1,9,13,29.2,1093.5,1006.5,107.5,83.7,3.5,957.9
1,9,14,28.7,1046.1,996.9,104.7,80.7,3.6,956.4
1,9,15,27.9,941.5,981.9,98.3,76.8,3.5,955.1
1,9,16,26.9,784.9,955.7,88.4,62.0,3.2,953.3
1,9,17,25.5,588.4,910.9,75.2,52.4,2.8,951.4
1,9,18,23.8,368.9,830.2,58.7,48.0,2.0,949.2
1,9,19,21.6,147.3,642.6,36.5,41.5,1.4,946.9
1,9,20,20.0,0.0,0.0,0.0,40.3,0.9,948.4
1,9,21,18.8,0.0,0.0,0.0,35.8,0.3,949.2
1,9,22,18.0,0.0,0.0,0.0,33.7,0.4,949.3
1,9,23,17.9,0.0,0.0,0.0,33.4,0.7,949.9
1,10,0,17.6,0.0,0.0,0.0,34.7,0.7,948.3
1,10,1,17.0,0.0,0.0,0.0,37.4,0.7,946.1
1,10,2,16.8,0.0,0.0,0.0,40.5,0.5,946.4
1,10,3,15.9,0.0,0.0,0.0,47.9,0.2,943.7
1,10,4,14.9,0.0,0.0,0.0,53.9,0.5,943.1
1,10,5,14.7,0.0,0.0,0.0,63.8,0.3,945.3
1,10,6,14.4,11.2,0.0,11.2,67.5,0.2,944.4
1,10,7,16.5,224.9,748.0,45.4,72.0,0.2,951.9
1,10,8,19.5,453.8,885.1,65.4,75.3,0.8,956.3
1,10,9,21.9,671.9,950.4,81.0,78.0,1.2,956.8
1,10,10,25.0,859.5,986.8,93.1,79.8,1.7,959.4
1,10,11,27.4,1001.8,1008.3,102.0,80.2,2.3,960.9
1,10,12,28.9,1081.2,1013.3,106.8,83.2,2.9,959.1
1,10,13,29.6,1098.1,1011.3,107.9,82.8,3.3,959.4
1,10,14,29.3,1051.5,1002.4,105.0,77.3,3.5,957.6
1,10,15,28.4,945.2,985.8,98.6,79.1,3.4,955.8
1,10,16,27.4,787.3,958.3,88.6,61.6,3.2,954.6
1,10,17,26.4,589.6,912.4,75.3,54.2,2.8,953.3
1,10,18,24.6,369.7,831.7,58.8,45.9,2.1,950.7
1,10,19,22.4,147.5,643.5,36.5,40.4,1.5,949.2
1,10,20,20.8,0.0,0.0,0.0,37.3,0.9,951.0
1,10,21,19.7,0.0,0.0,0.0,35.3,0.5,952.1
1,10,22,18.9,0.0,0.0,0.0,32.7,0.3,952.2
1,10,23,18.1,0.0,0.0,0.0,32.7,0.6,951.2
1,11,0,17.5,0.0,0.0,0.0,34.1,0.7,951.4
1,11,1,17.0,0.0,0.0,0.0,37.0,0.7,951.1
1,11,2,16.5,0.0,0.0,0.0,42.2,0.8,950.5
1,11,3,15.7,0.0,0.0,0.0,46.5,0.4,949.0
1,11,4,15.1,0.0,0.0,0.0,54.1,0.5,949.3
1,11,5,16.0,0.0,0.0,0.0,58.8,0.4,953.9
1,11,6,16.4,10.5,0.0,10.5,64.2,0.2,955.2
1,11,7,18.7,223.4,750.2,45.3,71.1,0.4,962.1
1,11,8,21.4,453.2,888.1,65.5,73.2,0.9,966.2
1,11,9,24.1,671.4,952.5,81.1,77.5,1.4,967.9
1,11,10,26.6,858.9,987.9,93.3,82.2,2.0,968.1
1,11,11,28.4,1000.9,1008.5,102.1,85.1,2.6,967.2
1,11,12,30.0,1081.2,1014.0,107.0,88.1,3.2,967.6
1,11,13,30.9,1098.9,1012.3,108.1,87.7,3.6,967.9
1,11,14,31.6,1052.9,1003.8,105.3,84.2,3.4,968.2
1,11,15,31.0,949.4,990.1,98.9,67.9,3.4,966.1
1,11,16,30.5,793.3,965.8,89.0,49.6,3.2,964.8
1,11,17,28.8,596.1,922.7,75.8,45.4,2.8,961.4
1,11,18,26.7,372.2,837.5,59.0,35.9,1.8,958.1
1,11,19,24.4,147.7,644.5,36.6,35.6,1.0,955.4
1,11,20,22.5,0.0,0.0,0.0,32.3,0.5,956.0
1,11,21,21.1,0.0,0.0,0.0,31.2,0.3,956.2
1,11,22,20.1,0.0,0.0,0.0,28.1,0.9,955.9
1,11,23,19.1,0.0,0.0,0.0,29.5,0.9,953.5
1,12,0,18.3,0.0,0.0,0.0,30.5,0.9,952.2
1,12,1,17.3,0.0,0.0,0.0,32.3,0.7,949.9
1,12,2,16.7,0.0,0.0,0.0,36.3,0.6,950.2
1,12,3,16.5,0.0,0.0,0.0,42.2,0.7,950.2
1,12,4,15.7,0.0,0.0,0.0,49.4,0.7,946.8
1,12,5,17.0,0.0,0.0,0.0,54.8,0.5,952.3
1,12,6,18.8,9.4,0.0,9.4,58.8,0.3,955.3
1,12,7,22.9,212.1,715.9,44.1,62.7,0.5,964.3
1,12,8,26.2,435.0,855.1,63.9,69.2,0.9,963.4
1,12,9,28.6,648.3,921.2,79.3,72.6,1.1,962.0
1,12,10,31.3,832.0,957.9,91.3,75.6,1.6,963.8
1,12,11,33.0,971.6,979.4,100.0,79.8,2.1,963.0
1,12,12,34.2,1055.5,990.2,105.2,81.0,2.8,963.5
1,12,13,33.7,1078.0,993.1,106.5,82.4,3.2,959.6
1,12,14,33.2,1037.2,988.7,104.1,81.3,3.4,958.5
1,12,15,32.3,936.2,976.0,97.9,72.1,3.4,956.4
1,12,16,31.3,782.6,952.1,88.2,60.3,3.2,953.9
1,12,17,29.6,588.2,909.7,75.1,41.7,2.8,951.5
1,12,18,27.0,370.4,833.5,58.8,39.6,1.9,946.4
1,12,19,24.4,148.7,650.2,36.7,37.5,1.2,944.9
1,12,20,22.7,0.0,0.0,0.0,33.3,0.6,946.7
1,12,21,21.5,0.0,0.0,0.0,32.8,0.2,946.6
1,12,22,20.4,0.0,0.0,0.0,30.9,0.5,945.1
1,12,23,19.2,0.0,0.0,0.0,29.5,0.6,943.1
1,13,0,18.2,0.0,0.0,0.0,32.8,0.7,942.3
1,13,1,17.3,0.0,0.0,0.0,36.0,0.6,940.8
1,13,2,16.7,0.0,0.0,0.0,41.9,0.4,939.8
1,13,3,17.2,0.0,0.0,0.0,46.7,0.6,941.7
1,13,4,17.6,0.0,0.0,0.0,54.6,0.4,942.3
1,13,5,18.3,0.0,0.0,0.0,60.6,0.2,945.1
1,13,6,19.4,8.6,0.0,8.6,64.8,0.2,947.6
1,13,7,22.0,208.4,710.4,43.7,64.0,0.7,953.8
1,13,8,24.3,430.4,850.2,63.5,72.1,0.9,953.3
1,13,9,26.1,643.6,917.3,78.9,75.7,1.1,953.1
1,13,10,28.7,827.2,954.3,90.9,78.2,1.7,956.2
1,13,11,30.4,966.9,975.9,99.7,80.9,2.2,955.1
1,13,12,31.2,1050.4,986.1,104.8,82.1,2.8,953.3
1,13,13,30.7,1072.5,988.5,106.1,81.6,3.4,949.3
1,13,14,29.9,1031.4,983.3,103.6,81.2,3.7,948.1
1,13,15,28.9,929.6,969.0,97.4,74.5,3.6,947.2
1,13,16,27.6,775.3,942.7,87.6,65.1,3.4,945.8
1,13,17,26.2,581.1,898.1,74.6,48.7,3.0,945.7
1,13,18,23.9,364.9,820.3,58.3,44.2,2.3,942.8
1,13,19,22.2,145.4,634.7,36.3,46.8,1.7,943.5
1,13,20,21.0,0.0,0.0,0.0,44.4,1.0,945.1
1,13,21,20.0,0.0,0.0,0.0,40.0,0.4,944.8
1,13,22,19.6,0.0,0.0,0.0,38.4,0.2,945.9
1,13,23,19.2,0.0,0.0,0.0,34.5,0.1,944.0
1,14,0,18.3,0.0,0.0,0.0,37.6,0.4,941.7
1,14,1,17.8,0.0,0.0,0.0,41.9,0.5,942.7
1,14,2,17.4,0.0,0.0,0.0,46.7,0.2,941.2
1,14,3,17.0,0.0,0.0,0.0,57.9,0.3,941.0
1,14,4,16.5,0.0,0.0,0.0,62.2,0.3,939.1
1,14,5,15.8,0.0,0.0,0.0,69.3,0.3,938.2
1,14,6,16.7,7.7,0.0,7.7,72.8,0.2,943.4
1,14,7,19.2,206.1,710.2,43.4,68.3,0.6,951.7
1,14,8,21.8,429.3,852.6,63.5,75.0,0.9,952.6
1,14,9,24.5,642.9,919.5,78.9,77.0,1.2,955.0
1,14,10,27.1,827.2,956.5,91.0,79.2,1.8,955.9
1,14,11,28.8,967.0,977.5,99.7,81.6,2.4,955.0
1,14,12,29.6,1048.7,985.4,104.7,82.4,3.0,954.3
1,14,13,30.4,1068.8,985.5,106.0,80.9,3.5,955.6
1,14,14,29.4,1026.2,978.3,103.4,79.5,3.7,952.6
1,14,15,28.3,925.3,964.3,97.2,70.2,3.7,950.4
1,14,16,26.9,772.3,938.9,87.5,61.1,3.4,948.5
1,14,17,25.7,579.0,894.6,74.5,50.4,3.1,947.2
1,14,18,23.7,361.8,813.1,58.0,45.8,2.4,944.2
1,14,19,22.1,142.7,621.8,36.0,41.5,1.8,944.1
1,14,20,20.2,0.0,0.0,0.0,41.2,1.2,941.2
1,14,21,18.8,0.0,0.0,0.0,38.0,0.5,941.1
1,14,22,17.7,0.0,0.0,0.0,36.5,0.3,941.1
1,14,23,16.8,0.0,0.0,0.0,34.9,0.4,940.1
1,15,0,15.9,0.0,0.0,0.0,35.5,0.6,938.3
1,15,1,16.3,0.0,0.0,0.0,39.1,0.5,940.8
1,15,2,16.9,0.0,0.0,0.0,47.6,0.3,942.5
1,15,3,17.2,0.0,0.0,0.0,56.3,0.1,942.9
1,15,4,17.4,0.0,0.0,0.0,61.2,0.1,943.7
1,15,5,17.8,0.0,0.0,0.0,62.5,0.2,945.9
1,15,6,18.5,6.8,0.0,6.8,67.7,0.4,948.7
1,15,7,20.2,201.4,699.9,43.0,68.7,0.7,953.9
1,15,8,22.1,423.7,845.4,63.1,74.0,1.0,955.0
1,15,9,24.2,636.6,912.8,78.5,77.1,1.4,957.1
1,15,10,26.2,820.0,949.7,90.6,79.8,2.0,957.6
1,15,11,27.7,959.5,971.0,99.3,82.4,2.6,956.8
1,15,12,28.5,1041.8,979.6,104.4,83.4,3.1,956.0
1,15,13,28.3,1062.8,980.3,105.7,83.6,3.6,953.4
1,15,14,27.9,1020.9,973.3,103.1,80.3,3.7,952.8
1,15,15,27.3,921.2,960.0,97.0,71.6,3.8,951.6
1,15,16,26.6,769.7,935.5,87.3,65.1,3.5,950.1
1,15,17,25.4,577.3,892.0,74.4,57.1,3.2,948.8
1,15,18,23.8,360.9,811.0,58.0,50.0,2.6,946.2
1,15,19,22.2,142.1,620.6,35.9,44.5,1.9,944.9
1,15,20,20.9,0.0,0.0,0.0,43.9,1.4,945.2
1,15,21,20.0,0.0,0.0,0.0,42.1,0.8,946.2
1,15,22,19.3,0.0,0.0,0.0,40.5,0.2,946.5
1,15,23,18.7,0.0,0.0,0.0,42.4,0.1,946.6
1,16,0,18.2,0.0,0.0,0.0,41.1,0.3,946.3
1,16,1,18.1,0.0,0.0,0.0,44.0,0.3,947.0
1,16,2,17.7,0.0,0.0,0.0,52.4,0.3,945.8
1,16,3,17.2,0.0,0.0,0.0,59.3,0.1,944.8
1,16,4,16.7,0.0,0.0,0.0,62.6,0.1,944.4
1,16,5,16.4,0.0,0.0,0.0,64.4,0.1,944.8
1,16,6,17.4,5.7,0.0,5.7,69.3,0.3,948.8
1,16,7,19.5,195.1,683.8,42.3,72.8,0.6,953.9
1,16,8,21.3,221.7,8.3,218.2,75.7,1.0,955.0
1,16,9,24.0,410.8,10.1,404.7,79.3,1.4,958.9
1,16,10,26.0,609.0,22.6,591.7,82.2,2.0,958.6
1,16,11,27.8,813.9,48.8,770.8,83.9,2.6,958.7
1,16,12,28.8,1030.1,969.2,103.6,85.3,3.1,957.6
1,16,13,29.6,1052.3,970.9,104.9,85.8,3.6,958.0
1,16,14,28.9,1012.2,965.2,102.5,80.5,3.8,955.3
1,16,15,28.0,912.2,950.6,96.3,74.7,3.8,953.6
1,16,16,26.7,761.0,924.8,86.7,69.9,3.4,951.6
1,16,17,25.4,569.6,879.6,73.8,58.0,3.1,950.4
1,16,18,23.5,356.0,799.7,57.6,51.6,2.3,947.9
1,16,19,21.9,139.6,610.0,35.6,48.0,1.8,947.5
1,16,20,20.4,0.0,0.0,0.0,46.3,1.2,946.8
1,16,21,19.5,0.0,0.0,0.0,45.3,0.8,947.7
1,16,22,18.6,0.0,0.0,0.0,43.7,0.2,947.3
1,16,23,18.2,0.0,0.0,0.0,43.5,0.2,947.1
1,17,0,17.7,0.0,0.0,0.0,43.2,0.2,945.8
1,17,1,17.3,0.0,0.0,0.0,46.4,0.1,944.8
1,17,2,17.0,0.0,0.0,0.0,56.4,0.2,944.2
1,17,3,16.4,0.0,0.0,0.0,62.8,0.0,942.2
1,17,4,15.6,0.0,0.0,0.0,64.8,0.1,941.3
1,17,5,16.4,0.0,0.0,0.0,67.8,0.2,945.3
1,17,6,17.2,4.9,0.0,4.9,73.4,0.2,947.5
1,17,7,19.2,194.3,689.3,42.2,75.0,0.5,953.7
1,17,8,21.3,416.7,840.2,62.5,78.6,0.9,955.4
1,17,9,23.5,628.9,907.7,77.9,82.2,1.2,957.9
1,17,10,25.9,812.0,944.5,89.9,84.9,1.7,959.6
1,17,11,27.9,950.5,964.7,98.6,87.7,2.2,960.1
1,17,12,29.2,1034.0,974.2,103.7,88.5,2.7,959.2
1,17,13,30.2,1056.2,975.5,105.1,89.1,3.2,959.5
1,17,14,29.7,1015.7,969.3,102.6,83.4,3.5,957.2
1,17,15,29.1,915.5,954.6,96.4,77.7,3.5,955.8
1,17,16,28.1,763.5,928.6,86.8,70.6,3.3,953.9
1,17,17,26.7,571.4,883.3,73.8,56.5,3.0,952.9
1,17,18,24.6,355.7,800.3,57.5,48.1,2.3,949.8
1,17,19,22.9,138.4,606.4,35.4,48.2,1.7,949.7
1,17,20,21.4,0.0,0.0,0.0,42.9,1.2,949.9
1,17,21,20.7,0.0,0.0,0.0,41.4,0.8,951.0
1,17,22,19.9,0.0,0.0,0.0,39.6,0.2,949.8
1,17,23,19.2,0.0,0.0,0.0,36.2,0.0,948.9
