month,day,hour,T,GHI,DNI,DHI,rh,wspd,pres
11,1,20,18.3,0.0,0.0,0.0,36.0,0.8,958.4
11,1,21,17.3,0.0,0.0,0.0,33.8,0.4,958.7
11,1,22,16.3,0.0,0.0,0.0,31.6,0.4,957.4
11,1,23,15.4,0.0,0.0,0.0,32.7,0.5,956.2
11,2,0,14.6,0.0,0.0,0.0,32.8,0.5,955.8
11,2,1,13.9,0.0,0.0,0.0,35.5,0.5,955.3
11,2,2,13.4,0.0,0.0,0.0,50.2,0.5,955.0
11,2,3,12.8,0.0,0.0,0.0,52.3,0.5,954.1
11,2,4,12.0,0.0,0.0,0.0,62.0,0.6,953.1
11,2,5,11.6,0.0,0.0,0.0,78.2,0.5,953.3
11,2,6,13.0,13.6,0.0,13.6,78.2,0.2,959.7
11,2,7,15.6,241.9,750.1,46.4,85.8,0.2,965.1
11,2,8,18.4,470.9,874.6,65.8,91.0,0.7,966.0
11,2,9,21.3,681.7,933.7,80.6,93.1,1.0,967.4
11,2,10,23.9,855.6,966.5,91.9,93.3,1.3,968.2
11,2,11,26.4,978.3,984.8,99.5,95.1,1.8,968.9
11,2,12,27.7,1036.4,989.2,103.1,96.1,2.2,968.1
11,2,13,28.2,1029.6,986.1,102.7,95.0,2.6,966.9
11,2,14,28.8,958.2,974.6,98.3,89.5,2.9,967.6
11,2,15,27.9,828.6,953.8,90.2,79.7,3.2,965.4
11,2,16,26.5,650.2,917.4,78.6,69.9,2.9,963.0
11,2,17,24.8,437.8,852.6,63.3,54.7,2.7,960.9
11,2,18,21.9,211.1,713.1,43.3,47.5,1.5,955.6
11,2,19,19.7,11.9,205.3,6.7,40.8,0.9,958.2
11,2,20,18.2,0.0,0.0,0.0,36.3,0.6,960.0
11,2,21,17.3,0.0,0.0,0.0,35.2,0.4,960.6
11,2,22,16.5,0.0,0.0,0.0,32.8,0.5,959.1
11,2,23,15.7,0.0,0.0,0.0,35.3,0.6,957.7
11,3,0,14.9,0.0,0.0,0.0,36.2,0.7,956.9
11,3,1,14.3,0.0,0.0,0.0,39.2,0.7,956.6
11,3,2,13.9,0.0,0.0,0.0,49.9,0.6,956.1
11,3,3,13.3,0.0,0.0,0.0,54.5,0.5,954.7
11,3,4,12.4,0.0,0.0,0.0,62.2,0.6,952.7
11,3,5,11.9,0.0,0.0,0.0,74.5,0.6,953.5
11,3,6,13.0,14.4,0.0,14.4,79.0,0.4,958.3
11,3,7,15.1,244.8,751.6,46.7,85.9,0.1,962.8
11,3,8,18.1,473.2,874.5,66.0,93.0,0.6,966.8
11,3,9,20.8,683.4,933.1,80.8,94.1,1.0,967.0
11,3,10,23.5,856.2,964.9,91.9,93.3,1.4,967.9
11,3,11,25.8,978.3,982.8,99.5,94.3,2.0,967.8
11,3,12,27.4,1035.6,986.7,103.0,94.7,2.4,967.4
11,3,13,28.2,1028.2,982.8,102.6,93.9,2.8,966.3
11,3,14,28.9,956.9,971.3,98.2,89.2,3.0,966.9
11,3,15,28.1,827.7,950.2,90.2,79.1,3.2,964.4
11,3,16,27.1,650.1,914.1,78.6,73.1,3.0,962.6
11,3,17,25.4,438.5,849.2,63.4,52.3,2.6,960.2
11,3,18,22.9,213.5,713.5,43.6,49.6,1.4,955.9
11,3,19,20.6,13.8,220.0,7.6,40.4,1.0,957.4
11,3,20,19.0,0.0,0.0,0.0,36.7,0.7,958.9
11,3,21,18.1,0.0,0.0,0.0,34.7,0.5,959.4
11,3,22,17.2,0.0,0.0,0.0,33.2,0.5,957.8
11,3,23,16.4,0.0,0.0,0.0,34.2,0.6,956.6
11,4,0,15.7,0.0,0.0,0.0,34.1,0.6,956.2
11,4,1,15.1,0.0,0.0,0.0,35.8,0.6,955.8
11,4,2,14.6,0.0,0.0,0.0,46.0,0.5,955.4
11,4,3,14.0,0.0,0.0,0.0,52.9,0.5,954.3
11,4,4,13.2,0.0,0.0,0.0,61.5,0.5,953.5
11,4,5,13.7,0.0,0.0,0.0,70.1,0.3,957.4
11,4,6,14.9,15.2,0.0,15.2,77.8,0.1,961.5
11,4,7,17.3,249.2,759.5,47.1,84.7,0.2,965.6
11,4,8,20.1,478.4,880.5,66.4,90.5,0.8,968.3
11,4,9,22.9,687.5,936.0,81.0,93.7,1.2,969.3
11,4,10,25.6,858.9,965.8,92.1,91.7,1.6,970.0
11,4,11,27.9,979.1,981.7,99.6,95.5,2.2,969.3
11,4,12,29.3,1036.2,985.5,103.1,95.8,2.7,968.5
11,4,13,29.7,1028.9,981.8,102.6,97.1,3.0,966.4
11,4,14,30.3,957.8,970.3,98.3,91.6,3.2,966.9
11,4,15,29.6,828.4,948.9,90.2,80.7,3.4,965.1
11,4,16,28.4,651.0,912.3,78.6,70.4,3.0,963.3
11,4,17,27.0,439.8,847.1,63.6,52.8,2.7,961.4
11,4,18,24.4,215.3,711.8,43.9,47.4,1.4,956.6
11,4,19,22.0,15.7,232.4,8.4,39.7,0.9,957.5
11,4,20,20.3,0.0,0.0,0.0,36.8,0.7,959.3
11,4,21,19.4,0.0,0.0,0.0,36.2,0.5,960.6
11,4,22,18.3,0.0,0.0,0.0,37.3,0.6,959.1
11,4,23,17.4,0.0,0.0,0.0,38.2,0.8,958.1
11,5,0,16.6,0.0,0.0,0.0,36.8,0.8,957.5
11,5,1,15.9,0.0,0.0,0.0,39.2,0.9,957.6
11,5,2,15.4,0.0,0.0,0.0,50.2,0.7,958.0
11,5,3,14.7,0.0,0.0,0.0,55.2,0.8,956.8
11,5,4,13.9,0.0,0.0,0.0,64.3,0.8,956.1
11,5,5,13.4,0.0,0.0,0.0,76.9,0.7,956.6
11,5,6,14.6,16.0,0.0,16.0,79.9,0.4,962.7
11,5,7,16.9,252.9,764.4,47.6,86.2,0.2,967.8
11,5,8,19.8,483.1,885.2,66.9,93.0,0.7,970.3
11,5,9,22.7,696.2,945.3,81.8,94.2,1.0,972.0
11,5,10,25.6,872.6,979.6,93.1,91.1,1.3,972.5
11,5,11,28.5,998.3,999.9,100.9,93.9,2.0,972.1
11,5,12,29.9,1056.9,1004.2,104.5,95.6,2.5,971.9
11,5,13,30.1,1050.2,1001.1,104.1,94.6,2.9,968.2
11,5,14,31.0,978.6,990.3,99.7,88.5,3.2,968.8
11,5,15,30.5,847.7,969.4,91.6,78.3,3.5,966.9
11,5,16,29.5,667.8,933.9,79.9,68.9,3.3,965.2
11,5,17,27.7,453.6,870.8,64.6,45.6,2.8,961.9
11,5,18,25.0,222.2,729.1,44.6,46.4,1.5,955.1
11,5,19,22.6,18.0,251.9,9.4,38.0,0.9,958.9
11,5,20,20.9,0.0,0.0,0.0,30.7,0.6,960.7
11,5,21,19.6,0.0,0.0,0.0,30.0,0.4,959.8
11,5,22,18.7,0.0,0.0,0.0,29.4,0.8,959.1
11,5,23,17.7,0.0,0.0,0.0,31.4,0.9,957.5
11,6,0,16.8,0.0,0.0,0.0,29.5,1.0,956.7
11,6,1,16.1,0.0,0.0,0.0,31.9,1.1,956.6
11,6,2,15.5,0.0,0.0,0.0,46.2,0.8,956.9
11,6,3,14.8,0.0,0.0,0.0,46.2,1.0,955.2
11,6,4,13.9,0.0,0.0,0.0,57.0,0.9,953.7
11,6,5,14.3,0.0,0.0,0.0,69.7,0.7,957.5
11,6,6,15.7,16.7,0.0,16.7,72.9,0.4,963.4
11,6,7,18.4,255.1,764.6,47.8,81.0,0.2,968.7
11,6,8,21.3,483.6,882.1,66.9,85.1,0.7,968.9
11,6,9,24.0,694.1,939.6,81.6,86.6,1.1,968.7
11,6,10,26.4,867.6,971.8,92.8,84.7,1.3,968.6
11,6,11,29.0,990.4,989.9,100.4,88.0,1.9,968.7
11,6,12,30.0,1048.4,994.2,103.9,90.5,2.3,966.6
11,6,13,29.4,1041.6,991.0,103.5,91.2,2.7,962.1
11,6,14,29.3,970.6,979.8,99.2,86.2,2.8,960.5
11,6,15,28.7,841.0,959.2,91.1,77.9,3.2,959.3
11,6,16,28.3,663.0,923.6,79.5,69.0,2.9,959.5
11,6,17,26.0,450.7,860.4,64.4,55.2,2.5,953.9
11,6,18,23.7,225.0,731.5,44.9,48.5,1.5,946.8
11,6,19,20.9,20.7,275.1,10.4,40.0,1.2,949.3
11,6,20,18.9,0.0,0.0,0.0,35.1,0.8,950.6
11,6,21,17.4,0.0,0.0,0.0,33.9,0.5,950.7
11,6,22,16.2,0.0,0.0,0.0,32.6,0.7,949.6
11,6,23,15.2,0.0,0.0,0.0,35.0,0.8,948.2
11,7,0,14.3,0.0,0.0,0.0,33.2,0.9,947.1
11,7,1,13.5,0.0,0.0,0.0,36.1,0.9,946.2
11,7,2,12.7,0.0,0.0,0.0,48.5,0.8,944.8
11,7,3,11.7,0.0,0.0,0.0,52.5,0.9,943.0
11,7,4,11.0,0.0,0.0,0.0,63.1,0.8,942.7
11,7,5,10.6,0.0,0.0,0.0,74.4,0.7,943.8
11,7,6,11.9,10.3,0.0,10.3,78.1,0.4,949.0
11,7,7,14.1,257.7,766.6,48.1,83.5,0.1,952.6
11,7,8,17.2,486.3,883.6,67.1,90.0,0.6,956.8
11,7,9,19.9,694.8,937.9,81.7,91.2,1.0,955.7
11,7,10,22.4,865.4,967.0,92.6,89.5,1.3,955.5
11,7,11,25.1,985.0,982.6,100.0,90.3,2.0,955.9
11,7,12,26.0,1040.2,984.6,103.4,91.7,2.2,951.4
11,7,13,25.7,900.0,65.5,837.9,90.2,2.8,948.0
11,7,14,24.9,959.3,966.3,98.3,84.9,2.9,946.1
11,7,15,23.6,828.8,942.4,90.2,78.6,3.1,944.7
11,7,16,22.7,651.4,903.7,78.5,70.3,2.8,945.3
11,7,17,20.7,441.4,837.0,63.5,55.5,2.4,942.7
11,7,18,19.0,221.7,711.4,44.5,49.0,1.9,940.5
11,7,19,16.9,22.1,272.2,11.0,40.2,1.9,941.1
11,7,20,15.5,0.0,0.0,0.0,40.9,1.2,942.3
11,7,21,14.7,0.0,0.0,0.0,41.5,0.9,942.4
11,7,22,13.8,0.0,0.0,0.0,38.0,0.6,940.8
11,7,23,13.3,0.0,0.0,0.0,41.6,0.5,940.8
11,8,0,12.8,0.0,0.0,0.0,45.2,0.4,939.7
11,8,1,12.2,0.0,0.0,0.0,51.3,0.3,939.8
11,8,2,11.7,0.0,0.0,0.0,57.2,0.2,939.4
11,8,3,11.2,0.0,0.0,0.0,68.4,0.5,938.8
11,8,4,10.7,0.0,0.0,0.0,76.6,0.5,937.3
11,8,5,10.4,0.0,0.0,0.0,72.1,0.3,937.8
11,8,6,10.8,7.7,0.0,7.7,84.3,0.2,938.9
11,8,7,12.3,60.2,7.5,58.2,84.6,0.4,943.5
11,8,8,14.2,116.7,8.7,112.6,87.0,0.8,946.0
11,8,9,16.1,408.8,9.5,402.6,90.6,1.3,947.3
11,8,10,18.3,646.3,26.1,625.4,85.4,1.6,949.1
11,8,11,19.8,634.6,22.6,614.2,89.5,2.2,947.9
11,8,12,21.2,804.9,44.8,762.2,90.2,2.3,946.3
11,8,13,21.5,1028.1,974.5,102.7,95.2,2.7,945.1
11,8,14,20.9,957.5,962.5,98.4,90.5,2.6,943.2
11,8,15,19.5,600.4,21.4,583.6,85.2,3.1,940.9
11,8,16,18.4,256.8,9.1,251.1,80.8,2.7,941.5
11,8,17,17.1,131.0,8.4,127.1,70.5,2.5,941.6
11,8,18,15.9,77.5,7.1,75.7,63.5,2.2,941.9
11,8,19,15.0,23.7,274.2,11.7,55.9,2.0,943.2
11,8,20,14.4,0.0,0.0,0.0,54.5,1.4,944.4
11,8,21,13.7,0.0,0.0,0.0,51.4,1.0,944.1
11,8,22,13.3,0.0,0.0,0.0,44.8,0.9,945.3
11,8,23,12.8,0.0,0.0,0.0,42.9,0.7,946.0
11,9,0,12.3,0.0,0.0,0.0,53.6,0.4,947.0
11,9,1,12.2,0.0,0.0,0.0,56.1,0.2,949.1
11,9,2,12.2,0.0,0.0,0.0,64.8,0.5,951.1
11,9,3,12.1,0.0,0.0,0.0,67.9,0.4,951.6
11,9,4,11.0,0.0,0.0,0.0,73.0,0.3,948.5
11,9,5,11.1,0.0,0.0,0.0,69.7,0.2,951.4
11,9,6,10.8,18.1,0.0,18.1,80.0,0.3,952.1
11,9,7,12.1,254.5,743.7,47.9,80.3,0.4,956.5
11,9,8,13.5,478.6,861.4,66.6,85.2,0.8,956.4
11,9,9,15.3,684.0,917.8,81.1,86.5,1.2,958.4
11,9,10,17.2,556.3,17.2,542.5,86.0,1.6,959.8
11,9,11,18.8,683.6,28.0,658.3,85.9,2.0,958.9
11,9,12,20.0,333.6,9.7,324.3,88.4,2.1,958.0
11,9,13,20.2,330.3,9.7,321.1,93.9,2.3,955.8
11,9,14,19.7,138.9,9.6,130.3,92.5,2.3,954.6
11,9,15,18.7,66.2,9.3,58.8,87.6,2.4,953.0
11,9,16,17.4,164.9,9.0,159.2,82.0,2.2,952.5
11,9,17,16.2,106.2,8.4,102.3,80.8,1.9,952.1
11,9,18,14.8,226.5,711.8,45.2,72.1,1.5,953.0
11,9,19,14.1,26.0,288.3,12.5,66.2,1.3,953.1
11,9,20,13.1,0.0,0.0,0.0,55.4,1.1,952.8
11,9,21,12.0,0.0,0.0,0.0,54.9,0.9,952.7
11,9,22,11.4,0.0,0.0,0.0,56.1,0.7,953.7
11,9,23,10.7,0.0,0.0,0.0,53.1,0.6,952.9
11,10,0,10.1,0.0,0.0,0.0,67.5,0.5,952.6
11,10,1,9.6,0.0,0.0,0.0,66.0,0.5,952.2
11,10,2,9.4,0.0,0.0,0.0,71.4,0.4,952.8
11,10,3,9.2,0.0,0.0,0.0,75.9,0.6,953.2
11,10,4,8.6,0.0,0.0,0.0,74.6,0.5,951.7
11,10,5,9.1,0.0,0.0,0.0,82.4,0.5,954.2
11,10,6,10.4,11.7,0.0,11.7,85.2,0.4,959.1
11,10,7,12.9,87.1,7.4,85.0,86.5,0.3,964.2
11,10,8,15.1,480.8,862.2,66.9,90.8,0.8,963.9
11,10,9,17.6,687.7,920.7,81.4,87.9,1.3,965.9
11,10,10,19.9,858.8,953.8,92.4,84.1,1.8,966.1
11,10,11,21.4,980.5,973.3,100.0,83.0,2.2,964.0
11,10,12,22.5,1042.3,982.2,103.7,89.8,2.5,964.0
11,10,13,23.2,1040.4,983.4,103.7,92.3,2.8,963.6
11,10,14,23.7,974.7,976.8,99.6,91.6,2.9,964.3
11,10,15,23.2,848.4,958.6,91.8,86.3,3.1,962.4
11,10,16,22.0,673.2,925.9,80.4,77.8,2.9,960.0
11,10,17,20.8,463.0,866.5,65.5,76.5,2.6,958.9
11,10,18,18.6,234.5,732.1,46.0,67.4,1.3,957.2
11,10,19,16.6,28.8,310.1,13.4,62.5,0.9,956.3
11,10,20,15.3,0.0,0.0,0.0,54.7,0.5,959.0
11,10,21,14.2,0.0,0.0,0.0,49.1,0.5,959.1
11,10,22,13.4,0.0,0.0,0.0,42.6,0.4,959.4
11,10,23,12.6,0.0,0.0,0.0,37.1,0.7,959.2
11,11,0,11.9,0.0,0.0,0.0,39.6,0.7,958.8
11,11,1,11.3,0.0,0.0,0.0,44.1,0.8,958.7
11,11,2,11.1,0.0,0.0,0.0,46.6,0.7,959.5
11,11,3,10.9,0.0,0.0,0.0,56.9,0.6,959.4
11,11,4,10.3,0.0,0.0,0.0,60.9,0.6,957.9
11,11,5,11.4,0.0,0.0,0.0,73.0,0.6,963.1
11,11,6,12.4,19.7,0.0,19.7,80.0,0.3,965.6
11,11,7,15.1,276.7,805.5,49.7,82.6,0.3,971.5
11,11,8,17.9,512.5,920.8,69.0,89.4,0.7,973.3
11,11,9,20.8,726.9,974.5,83.8,88.2,1.1,975.0
11,11,10,23.9,902.9,1003.8,95.1,88.8,1.5,977.1
11,11,11,26.8,1027.4,1020.5,102.8,89.9,2.1,977.9
11,11,12,28.8,1089.0,1026.8,106.5,94.7,2.4,976.9
11,11,13,29.8,1084.6,1025.6,106.3,96.1,2.7,974.5
11,11,14,31.0,1014.8,1017.2,102.0,89.7,2.9,976.2
11,11,15,30.6,883.5,998.2,93.8,79.2,3.1,973.9
11,11,16,29.7,702.2,965.2,82.1,63.1,2.9,971.3
11,11,17,28.2,485.1,906.6,66.9,44.1,2.4,968.1
11,11,18,25.2,246.9,768.4,47.0,41.5,1.2,960.6
11,11,19,22.7,33.0,350.7,14.5,36.8,0.8,963.6
11,11,20,20.9,0.0,0.0,0.0,27.5,0.9,964.9
11,11,21,19.4,0.0,0.0,0.0,25.5,1.0,963.8
11,11,22,18.2,0.0,0.0,0.0,25.9,1.2,963.1
11,11,23,17.1,0.0,0.0,0.0,23.8,1.4,961.9
11,12,0,16.2,0.0,0.0,0.0,24.9,1.4,961.4
11,12,1,15.5,0.0,0.0,0.0,25.1,1.4,961.4
11,12,2,15.0,0.0,0.0,0.0,36.3,1.1,961.6
11,12,3,14.3,0.0,0.0,0.0,43.3,1.1,960.7
11,12,4,13.7,0.0,0.0,0.0,51.6,1.0,960.2
11,12,5,14.3,0.0,0.0,0.0,64.1,0.8,963.6
11,12,6,15.6,20.3,0.0,20.3,72.3,0.5,967.8
11,12,7,18.3,277.2,801.4,49.9,78.2,0.1,972.2
11,12,8,21.2,509.5,912.0,68.8,84.4,0.6,971.8
11,12,9,23.8,721.0,963.8,83.4,87.2,1.0,971.1
11,12,10,26.5,893.8,991.6,94.5,86.8,1.3,971.7
11,12,11,29.0,1015.2,1006.6,102.0,92.7,2.0,971.0
11,12,12,30.0,1069.9,1006.7,105.4,93.2,2.4,969.0
11,12,13,29.4,1060.4,1000.3,104.8,94.3,2.8,963.7
11,12,14,29.1,987.6,986.9,100.4,87.3,3.0,961.8
11,12,15,28.0,857.0,964.5,92.3,77.9,3.3,959.3
11,12,16,26.7,679.0,928.2,80.7,68.4,3.1,957.8
11,12,17,24.8,467.4,865.9,65.8,51.5,2.9,955.6
11,12,18,22.6,244.8,752.2,46.9,46.2,1.6,952.0
11,12,19,19.8,35.9,367.2,15.4,37.9,1.3,950.7
11,12,20,17.9,0.0,0.0,0.0,29.7,0.7,952.7
11,12,21,16.4,0.0,0.0,0.0,30.7,0.6,952.5
11,12,22,15.3,0.0,0.0,0.0,30.6,0.6,951.9
11,12,23,14.4,0.0,0.0,0.0,31.9,0.7,950.7
11,13,0,13.7,0.0,0.0,0.0,34.0,0.7,949.9
11,13,1,12.9,0.0,0.0,0.0,40.5,0.6,948.9
11,13,2,12.3,0.0,0.0,0.0,44.5,0.4,948.5
11,13,3,11.9,0.0,0.0,0.0,54.8,0.4,948.2
11,13,4,11.1,0.0,0.0,0.0,62.4,0.5,946.7
11,13,5,12.0,0.0,0.0,0.0,68.9,0.4,950.7
11,13,6,13.2,20.5,0.0,20.5,79.8,0.1,953.5
11,13,7,15.6,271.2,776.4,49.5,82.2,0.3,958.6
11,13,8,18.3,500.2,890.9,68.3,91.6,0.8,961.1
11,13,9,21.2,710.0,946.2,82.9,93.0,1.2,963.5
11,13,10,24.3,882.7,977.1,94.0,89.3,1.6,965.4
11,13,11,26.7,1004.9,994.4,101.6,92.5,2.2,964.2
11,13,12,28.3,1061.8,997.4,105.0,96.4,2.6,963.4
11,13,13,29.0,1054.7,993.2,104.6,98.4,3.0,962.1
11,13,14,28.5,983.9,981.3,100.2,92.8,3.2,959.3
11,13,15,27.3,854.1,958.8,92.2,84.2,3.5,956.5
11,13,16,25.8,677.1,922.2,80.7,69.5,3.1,955.2
11,13,17,24.3,466.7,859.6,65.9,56.6,2.8,954.0
11,13,18,21.9,243.3,739.0,47.0,46.3,1.6,949.8
11,13,19,19.4,36.8,353.1,16.0,37.9,1.3,947.6
11,13,20,17.5,0.0,0.0,0.0,37.8,0.8,948.8
11,13,21,16.1,0.0,0.0,0.0,37.1,0.5,949.0
11,13,22,14.9,0.0,0.0,0.0,36.5,0.5,947.8
11,13,23,13.9,0.0,0.0,0.0,38.2,0.6,947.0
11,14,0,13.2,0.0,0.0,0.0,35.1,0.6,946.1
11,14,1,12.5,0.0,0.0,0.0,41.8,0.6,945.2
11,14,2,11.9,0.0,0.0,0.0,50.0,0.6,944.3
11,14,3,11.3,0.0,0.0,0.0,57.5,0.6,943.1
11,14,4,10.7,0.0,0.0,0.0,66.1,0.7,942.5
11,14,5,11.4,0.0,0.0,0.0,74.4,0.5,945.9
11,14,6,12.9,20.9,0.0,20.9,80.4,0.2,949.5
11,14,7,15.0,271.8,773.8,49.6,84.1,0.3,952.9
11,14,8,17.2,498.7,885.5,68.2,91.7,0.8,955.2
11,14,9,19.6,706.9,940.2,82.6,93.1,1.3,956.9
11,14,10,22.3,878.4,970.8,93.7,90.7,1.8,959.2
11,14,11,24.7,999.6,988.0,101.1,95.1,2.3,959.1
11,14,12,26.2,1055.2,989.9,104.5,95.7,2.7,957.5
11,14,13,27.0,1047.2,984.6,104.0,96.7,3.1,956.5
11,14,14,27.5,976.5,972.0,99.8,91.9,3.3,957.0
11,14,15,26.5,849.8,951.6,91.9,83.5,3.4,954.3
11,14,16,25.2,675.3,916.9,80.6,73.4,2.9,951.9
11,14,17,23.8,467.0,856.1,65.9,60.5,2.7,950.5
11,14,18,21.5,245.0,736.8,47.1,49.3,1.8,947.6
11,14,19,18.9,39.1,360.7,16.7,39.2,1.5,945.0
11,14,20,17.5,0.0,0.0,0.0,41.3,1.2,948.5
11,14,21,16.6,0.0,0.0,0.0,40.5,0.7,949.1
11,14,22,15.2,0.0,0.0,0.0,41.7,0.4,946.7
11,14,23,14.6,0.0,0.0,0.0,42.3,0.5,947.6
11,15,0,14.1,0.0,0.0,0.0,38.3,0.6,946.1
11,15,1,13.2,0.0,0.0,0.0,43.8,0.7,944.3
11,15,2,12.9,0.0,0.0,0.0,50.9,0.7,945.1
11,15,3,12.4,0.0,0.0,0.0,59.9,0.7,943.0
11,15,4,11.6,0.0,0.0,0.0,69.5,0.6,942.3
11,15,5,11.3,0.0,0.0,0.0,75.8,0.4,943.7
11,15,6,12.8,14.5,0.0,14.5,81.6,0.2,947.5
11,15,7,15.2,92.0,7.8,89.7,87.4,0.2,952.4
11,15,8,17.9,505.4,895.9,68.6,92.8,0.8,955.9
11,15,9,20.4,712.5,946.6,82.9,95.7,1.2,956.7
11,15,10,23.3,882.1,974.0,93.8,94.1,1.6,959.0
11,15,11,25.4,1000.8,988.2,101.1,96.5,2.1,959.0
11,15,12,26.7,1054.7,988.3,104.4,94.8,2.4,955.4
11,15,13,27.3,1045.5,981.7,103.9,95.2,2.8,955.5
11,15,14,26.8,974.1,968.0,99.6,87.4,3.0,954.5
11,15,15,25.9,848.6,948.2,91.7,78.4,3.2,953.3
11,15,16,24.9,675.4,914.2,80.5,67.9,2.9,951.3
11,15,17,23.4,468.2,854.2,65.9,53.0,2.6,949.6
11,15,18,21.3,246.9,735.9,47.3,47.7,1.8,948.1
11,15,19,19.2,41.3,367.6,17.3,39.4,1.6,947.1
11,15,20,17.9,0.0,0.0,0.0,38.0,1.1,949.3
11,15,21,17.2,0.0,0.0,0.0,38.0,1.0,950.1
11,15,22,16.2,0.0,0.0,0.0,41.1,0.6,948.7
11,15,23,15.6,0.0,0.0,0.0,39.8,0.5,949.2
11,16,0,15.2,0.0,0.0,0.0,41.2,0.5,948.9
11,16,1,14.7,0.0,0.0,0.0,41.7,0.4,948.6
11,16,2,14.2,0.0,0.0,0.0,48.7,0.4,948.2
11,16,3,13.6,0.0,0.0,0.0,59.7,0.5,947.9
11,16,4,12.9,0.0,0.0,0.0,68.4,0.6,946.9
11,16,5,12.4,0.0,0.0,0.0,69.5,0.5,948.1
11,16,6,12.8,11.7,0.0,11.7,78.2,0.2,950.1
11,16,7,14.5,62.9,7.6,60.7,84.0,0.5,954.6
11,16,8,16.0,117.0,8.7,112.7,86.6,0.8,954.0
11,16,9,17.7,131.6,9.2,125.5,91.7,1.3,953.7
11,16,10,19.5,155.5,9.6,147.7,89.1,1.7,953.3
11,16,11,20.6,335.6,9.7,326.7,90.4,2.3,950.5
11,16,12,20.9,542.4,13.9,529.0,87.9,2.4,947.1
11,16,13,20.9,652.0,23.2,629.8,90.2,2.7,946.2
11,16,14,20.6,785.5,42.9,746.7,87.3,2.8,946.0
11,16,15,19.8,573.1,18.6,558.2,82.0,3.1,944.4
11,16,16,19.0,218.1,9.1,212.2,76.4,2.5,944.1
11,16,17,18.0,180.6,8.5,176.6,69.2,2.3,943.4
11,16,18,16.5,74.5,7.4,72.5,59.8,1.8,942.7
11,16,19,14.9,43.4,374.3,17.9,50.9,1.7,941.6
11,16,20,14.0,0.0,0.0,0.0,48.5,1.5,944.3
11,16,21,13.4,0.0,0.0,0.0,47.4,1.3,945.8
11,16,22,12.8,0.0,0.0,0.0,43.9,0.9,946.6
11,16,23,12.6,0.0,0.0,0.0,45.4,0.8,947.9
11,17,0,12.2,0.0,0.0,0.0,50.3,0.5,947.5
11,17,1,11.9,0.0,0.0,0.0,50.4,0.4,947.9
11,17,2,11.6,0.0,0.0,0.0,56.5,0.4,948.7
11,17,3,11.3,0.0,0.0,0.0,69.1,0.4,949.6
11,17,4,10.6,0.0,0.0,0.0,74.5,0.4,948.7
11,17,5,10.5,0.0,0.0,0.0,79.8,0.5,951.0
11,17,6,12.1,21.9,0.0,21.9,84.0,0.2,956.8
11,17,7,14.5,54.5,7.6,52.3,88.7,0.3,961.4
11,17,8,16.5,132.5,8.8,128.2,94.1,0.7,962.0
11,17,9,19.2,704.1,931.5,82.8,94.4,1.2,965.5
11,17,10,21.7,874.9,963.1,93.8,92.6,1.6,967.3
11,17,11,23.8,996.2,981.0,101.3,93.4,1.9,966.7
11,17,12,25.3,1057.7,988.8,105.0,95.0,2.3,966.3
11,17,13,26.3,1055.6,988.8,104.9,96.1,2.6,966.4
11,17,14,27.1,990.3,981.3,100.9,94.2,2.8,967.8
11,17,15,26.5,866.6,964.7,93.2,88.0,2.9,965.3
11,17,16,25.1,694.1,934.5,82.1,73.1,2.7,962.6
11,17,17,23.9,486.0,879.4,67.5,69.9,2.5,962.0
11,17,18,21.6,256.9,753.3,48.4,54.0,1.6,957.4
11,17,19,19.4,46.7,391.2,18.8,47.4,0.9,956.6
11,17,20,17.8,0.0,0.0,0.0,49.4,0.6,957.6
11,17,21,16.7,0.0,0.0,0.0,44.5,0.4,957.3
11,17,22,15.8,0.0,0.0,0.0,37.8,0.3,956.5
11,17,23,14.9,0.0,0.0,0.0,38.3,0.5,955.9
11,18,0,14.1,0.0,0.0,0.0,33.4,0.5,955.2
11,18,1,13.3,0.0,0.0,0.0,39.6,0.7,954.7
11,18,2,12.7,0.0,0.0,0.0,44.8,0.8,954.4
11,18,3,12.0,0.0,0.0,0.0,53.5,0.8,953.4
11,18,4,11.4,0.0,0.0,0.0,60.4,0.8,953.1
11,18,5,12.4,0.0,0.0,0.0,71.9,0.7,957.6
11,18,6,14.4,22.6,0.0,22.6,75.4,0.4,962.8
11,18,7,17.4,285.6,801.6,50.8,81.3,0.4,968.2
11,18,8,20.6,515.9,909.4,69.5,87.2,0.8,969.8
11,18,9,23.6,726.4,961.7,84.0,88.4,1.2,970.3
11,18,10,26.4,899.6,990.9,95.1,87.3,1.5,971.7
11,18,11,28.9,1022.1,1007.0,102.6,89.5,2.0,971.4
11,18,12,30.3,1081.8,1011.5,106.3,91.7,2.4,971.1
11,18,13,30.9,1076.9,1008.7,106.0,92.4,2.8,969.8
11,18,14,31.6,1008.1,998.4,101.9,87.6,3.0,971.4
11,18,15,30.8,881.7,980.3,94.0,79.4,3.2,969.2
11,18,16,29.6,705.9,948.5,82.7,64.0,2.8,967.1
11,18,17,28.1,494.8,892.5,68.0,50.3,2.7,964.8
11,18,18,25.3,266.3,777.0,49.2,43.6,1.4,958.7
11,18,19,22.6,51.7,430.5,19.7,35.5,0.9,959.0
11,18,20,20.9,0.0,0.0,0.0,29.0,0.8,961.6
