Code_BuildingVariant,Code_Country,Code_Building,Code_BuildingSizeClass,Code_Period,Code_Material,Code_Zone,Code_RoofType,Year1_Building,Year2_Building,n_Apartment,n_Storey,A_C_Ref,h_room,A_Wall_1,A_Wall_2,A_Wall_3,A_Roof_1,A_Roof_2,A_Floor_1,A_Floor_2,A_Door_1,A_Window_North,A_Window_East,A_Window_South,A_Window_West,A_Window_Horizontal,A_Window_1,A_Window_2,F_sh_vert,F_sh_hor,F_f,F_w,U_Actual_Wall_1,U_Actual_Wall_2,U_Actual_Wall_3,b_Transmission_Wall_1,b_Transmission_Wall_2,b_Transmission_Wall_3,U_Actual_Roof_1,U_Actual_Roof_2,b_Transmission_Roof_1,b_Transmission_Roof_2,U_Actual_Floor_1,U_Actual_Floor_2,b_Transmission_Floor_1,b_Transmission_Floor_2,U_Actual_Door_1,U_Window_1,U_Window_2,g_gl_n_Window_1,n_air_infiltration,n_air_use,q_h_nd
CL.AB.RT1.hor.G,CL,CL.AB.RT1.hor.G,AB,RT1,hor,G,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.385,0,0,1.0,0,0,0.27,0,1.0,0,0.38,0,0.45,0,2.5,3.28,0,0.75,0.45,0.3,82
CL.AB.RT1.hor.H,CL,CL.AB.RT1.hor.H,AB,RT1,hor,H,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.59,0,0,1.0,0,0,0.33,0,1.0,0,0.29,0,0.45,0,2.5,4.54,0,0.75,0.45,0.3,82
CL.AB.RT1.hor.I,CL,CL.AB.RT1.hor.I,AB,RT1,hor,I,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.53,0,0,1.0,0,0,0.38,0,1.0,0,0.66,0,0.45,0,2.5,4.404999999999999,0,0.75,0.45,0.3,82
CL.AB.RT1.lad.A,CL,CL.AB.RT1.lad.A,AB,RT1,lad,A,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,1.41,0,0,1.0,0,0,3.83,0,1.0,0,3.41,0,0.45,0,2.5,5.8,0,0.75,0.45,0.3,82
CL.AB.RT1.lad.B,CL,CL.AB.RT1.lad.B,AB,RT1,lad,B,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,1.129,0,0,1.0,0,0,0.481,0,1.0,0,1.108,0,0.45,0,2.5,4.54,0,0.75,0.45,0.3,82
CL.AB.RT1.lad.C,CL,CL.AB.RT1.lad.C,AB,RT1,lad,C,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,1.015,0,0,1.0,0,0,0.71,0,1.0,0,0.86,0,0.45,0,2.5,5.8,0,0.75,0.45,0.3,82
CL.AB.RT1.lad.D,CL,CL.AB.RT1.lad.D,AB,RT1,lad,D,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.718,0,0,1.0,0,0,0.378,0,1.0,0,1.38,0,0.45,0,2.5,3.145,0,0.75,0.45,0.3,82
CL.AB.RT1.lad.E,CL,CL.AB.RT1.lad.E,AB,RT1,lad,E,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.718,0,0,1.0,0,0,0.38,0,1.0,0,0.45,0,0.45,0,2.5,3.28,0,0.75,0.45,0.3,82
CL.AB.RT1.lad.F,CL,CL.AB.RT1.lad.F,AB,RT1,lad,F,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.65,0,0,1.0,0,0,0.279,0,1.0,0,0.482,0,0.45,0,2.5,2.85,0,0.75,0.45,0.3,82
CL.AB.RT1.lad.G,CL,CL.AB.RT1.lad.G,AB,RT1,lad,G,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.47,0,0,1.0,0,0,0.29,0,1.0,0,0.38,0,0.45,0,2.5,3.28,0,0.75,0.45,0.3,82
CL.AB.RT1.lad.H,CL,CL.AB.RT1.lad.H,AB,RT1,lad,H,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.59,0,0,1.0,0,0,0.33,0,1.0,0,0.29,0,0.45,0,2.5,4.54,0,0.75,0.45,0.3,82
CL.AB.RT1.lad.I,CL,CL.AB.RT1.lad.I,AB,RT1,lad,I,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.53,0,0,1.0,0,0,0.38,0,1.0,0,0.66,0,0.45,0,2.5,4.404999999999999,0,0.75,0.45,0.3,82
CL.AB.RT1.mad.A,CL,CL.AB.RT1.mad.A,AB,RT1,mad,A,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,1.41,0,0,1.0,0,0,3.83,0,1.0,0,3.41,0,0.45,0,2.5,5.8,0,0.75,0.45,0.3,82
CL.AB.RT1.mad.B,CL,CL.AB.RT1.mad.B,AB,RT1,mad,B,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,1.0550000000000002,0,0,1.0,0,0,0.481,0,1.0,0,1.108,0,0.45,0,2.5,5.8,0,0.75,0.45,0.3,82
CL.AB.RT1.mad.C,CL,CL.AB.RT1.mad.C,AB,RT1,mad,C,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,1.015,0,0,1.0,0,0,0.71,0,1.0,0,0.86,0,0.45,0,2.5,5.8,0,0.75,0.45,0.3,82
CL.AB.RT1.mad.D,CL,CL.AB.RT1.mad.D,AB,RT1,mad,D,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.7,0,0,1.0,0,0,0.46,0,1.0,0,2.64,0,0.45,0,2.5,4.54,0,0.75,0.45,0.3,82
CL.AB.RT1.mad.E,CL,CL.AB.RT1.mad.E,AB,RT1,mad,E,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.81,0,0,1.0,0,0,0.386,0,1.0,0,0.45,0,0.45,0,2.5,5.8,0,0.75,0.45,0.3,82
CL.AB.RT1.mad.F,CL,CL.AB.RT1.mad.F,AB,RT1,mad,F,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.76,0,0,1.0,0,0,0.3845,0,1.0,0,0.45,0,0.45,0,2.5,5.8,0,0.75,0.45,0.3,82
CL.AB.RT1.mad.G,CL,CL.AB.RT1.mad.G,AB,RT1,mad,G,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.812435581133096,0,0,1.0,0,0,0.29,0,1.0,0,0.38,0,0.45,0,2.5,3.28,0,0.75,0.45,0.3,82
CL.AB.RT1.mad.H,CL,CL.AB.RT1.mad.H,AB,RT1,mad,H,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.59,0,0,1.0,0,0,0.33,0,1.0,0,0.29,0,0.45,0,2.5,4.54,0,0.75,0.45,0.3,82
CL.AB.RT1.mad.I,CL,CL.AB.RT1.mad.I,AB,RT1,mad,I,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.53,0,0,1.0,0,0,0.38,0,1.0,0,0.66,0,0.45,0,2.5,4.404999999999999,0,0.75,0.45,0.3,82
CL.AB.RT1.met.A,CL,CL.AB.RT1.met.A,AB,RT1,met,A,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,3.83,0,1.0,0,3.41,0,0.45,0,2.5,5.8,0,0.75,0.45,0.3,82
CL.AB.RT1.met.B,CL,CL.AB.RT1.met.B,AB,RT1,met,B,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.481,0,1.0,0,1.108,0,0.45,0,2.5,5.8,0,0.75,0.45,0.3,82
CL.AB.RT1.met.C,CL,CL.AB.RT1.met.C,AB,RT1,met,C,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.71,0,1.0,0,0.86,0,0.45,0,2.5,5.8,0,0.75,0.45,0.3,82
CL.AB.RT1.met.D,CL,CL.AB.RT1.met.D,AB,RT1,met,D,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.378,0,1.0,0,0.66,0,0.45,0,2.5,3.28,0,0.75,0.45,0.3,82
CL.AB.RT1.met.E,CL,CL.AB.RT1.met.E,AB,RT1,met,E,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.386,0,1.0,0,0.45,0,0.45,0,2.5,3.01,0,0.75,0.45,0.3,82
CL.AB.RT1.met.F,CL,CL.AB.RT1.met.F,AB,RT1,met,F,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.38,0,1.0,0,0.5,0,0.45,0,2.5,5.8,0,0.75,0.45,0.3,82
CL.AB.RT1.met.G,CL,CL.AB.RT1.met.G,AB,RT1,met,G,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.29,0,1.0,0,0.38,0,0.45,0,2.5,3.28,0,0.75,0.45,0.3,82
CL.AB.RT1.met.H,CL,CL.AB.RT1.met.H,AB,RT1,met,H,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.33,0,1.0,0,0.29,0,0.45,0,2.5,4.54,0,0.75,0.45,0.3,82
CL.AB.RT1.met.I,CL,CL.AB.RT1.met.I,AB,RT1,met,I,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.38,0,1.0,0,0.66,0,0.45,0,2.5,4.404999999999999,0,0.75,0.45,0.3,82
CL.AB.RT1.prefab.A,CL,CL.AB.RT1.prefab.A,AB,RT1,prefab,A,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,1.41,0,0,1.0,0,0,3.83,0,1.0,0,3.41,0,0.45,0,2.5,5.8,0,0.75,0.45,0.3,82
CL.AB.RT1.prefab.B,CL,CL.AB.RT1.prefab.B,AB,RT1,prefab,B,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,1.0550000000000002,0,0,1.0,0,0,0.481,0,1.0,0,1.108,0,0.45,0,2.5,5.8,0,0.75,0.45,0.3,82
CL.AB.RT1.prefab.C,CL,CL.AB.RT1.prefab.C,AB,RT1,prefab,C,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,1.015,0,0,1.0,0,0,0.71,0,1.0,0,0.86,0,0.45,0,2.5,5.8,0,0.75,0.45,0.3,82
CL.AB.RT1.prefab.D,CL,CL.AB.RT1.prefab.D,AB,RT1,prefab,D,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.965,0,0,1.0,0,0,0.378,0,1.0,0,0.66,0,0.45,0,2.5,3.28,0,0.75,0.45,0.3,82
CL.AB.RT1.prefab.E,CL,CL.AB.RT1.prefab.E,AB,RT1,prefab,E,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.539,0,0,1.0,0,0,0.386,0,1.0,0,0.45,0,0.45,0,2.5,3.01,0,0.75,0.45,0.3,82
CL.AB.RT1.prefab.F,CL,CL.AB.RT1.prefab.F,AB,RT1,prefab,F,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.375,0,0,1.0,0,0,0.26,0,1.0,0,0.5,0,0.45,0,2.5,2.93,0,0.75,0.45,0.3,82
CL.AB.RT1.prefab.G,CL,CL.AB.RT1.prefab.G,AB,RT1,prefab,G,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.47,0,0,1.0,0,0,0.29,0,1.0,0,0.38,0,0.45,0,2.5,3.28,0,0.75,0.45,0.3,82
CL.AB.RT1.prefab.H,CL,CL.AB.RT1.prefab.H,AB,RT1,prefab,H,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.59,0,0,1.0,0,0,0.33,0,1.0,0,0.29,0,0.45,0,2.5,4.54,0,0.75,0.45,0.3,82
CL.AB.RT1.prefab.I,CL,CL.AB.RT1.prefab.I,AB,RT1,prefab,I,FR,2000,2006,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.53,0,0,1.0,0,0,0.38,0,1.0,0,0.66,0,0.45,0,2.5,4.404999999999999,0,0.75,0.45,0.3,82
CL.AB.RT2.adobe.A,CL,CL.AB.RT2.adobe.A,AB,RT2,adobe,A,FR,2007,2014,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.69,0,1.0,0,1.4,0,0.45,0,2.5,5.8,0,0.75,0.45,0.3,82
CL.AB.RT2.adobe.B,CL,CL.AB.RT2.adobe.B,AB,RT2,adobe,B,FR,2007,2014,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.375,0,1.0,0,0.62,0,0.45,0,2.5,5.8,0,0.75,0.45,0.3,82
CL.AB.RT2.adobe.C,CL,CL.AB.RT2.adobe.C,AB,RT2,adobe,C,FR,2007,2014,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.588,0,1.0,0,0.57,0,0.45,0,2.5,5.8,0,0.75,0.45,0.3,82
CL.AB.RT2.adobe.D,CL,CL.AB.RT2.adobe.D,AB,RT2,adobe,D,FR,2007,2014,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.378,0,1.0,0,0.67,0,0.45,0,2.5,3.28,0,0.75,0.45,0.3,82
CL.AB.RT2.adobe.E,CL,CL.AB.RT2.adobe.E,AB,RT2,adobe,E,FR,2007,2014,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.378,0,1.0,0,0.508,0,0.45,0,2.5,3.28,0,0.75,0.45,0.3,82
CL.AB.RT2.adobe.F,CL,CL.AB.RT2.adobe.F,AB,RT2,adobe,F,FR,2007,2014,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.38,0,1.0,0,0.47,0,0.45,0,2.5,3.28,0,0.75,0.45,0.3,82
CL.AB.RT2.adobe.G,CL,CL.AB.RT2.adobe.G,AB,RT2,adobe,G,FR,2007,2014,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.246,0,1.0,0,0.38,0,0.45,0,2.5,5.8,0,0.75,0.45,0.3,82
CL.AB.RT2.adobe.H,CL,CL.AB.RT2.adobe.H,AB,RT2,adobe,H,FR,2007,2014,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.33,0,1.0,0,0.29,0,0.45,0,2.5,4.54,0,0.75,0.45,0.3,82
CL.AB.RT2.adobe.I,CL,CL.AB.RT2.adobe.I,AB,RT2,adobe,I,FR,2007,2014,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.2489,0,1.0,0,0.62,0,0.45,0,2.5,4.54,0,0.75,0.45,0.3,82
CL.AB.RT2.hor.A,CL,CL.AB.RT2.hor.A,AB,RT2,hor,A,FR,2007,2014,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,1.08,0,0,1.0,0,0,0.5049,0,1.0,0,1.4,0,0.45,0,2.5,5.8,0,0.75,0.45,0.3,82
CL.AB.RT2.hor.B,CL,CL.AB.RT2.hor.B,AB,RT2,hor,B,FR,2007,2014,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,1.0550000000000002,0,0,1.0,0,0,0.375,0,1.0,0,0.62,0,0.45,0,2.5,5.8,0,0.75,0.45,0.3,82
CL.AB.RT2.hor.C,CL,CL.AB.RT2.hor.C,AB,RT2,hor,C,FR,2007,2014,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,1.29,0,0,1.0,0,0,0.6,0,1.0,0,0.57,0,0.45,0,2.5,4.54,0,0.75,0.45,0.3,82
CL.AB.RT2.hor.D,CL,CL.AB.RT2.hor.D,AB,RT2,hor,D,FR,2007,2014,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.93,0,0,1.0,0,0,0.43,0,1.0,0,0.65,0,0.45,0,2.5,3.28,0,0.75,0.45,0.3,82
CL.AB.RT2.hor.E,CL,CL.AB.RT2.hor.E,AB,RT2,hor,E,FR,2007,2014,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.554,0,0,1.0,0,0,0.349,0,1.0,0,0.35,0,0.45,0,2.5,2.475,0,0.75,0.45,0.3,82
CL.AB.RT2.hor.F,CL,CL.AB.RT2.hor.F,AB,RT2,hor,F,FR,2007,2014,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.435,0,0,1.0,0,0,0.272,0,1.0,0,0.47,0,0.45,0,2.5,3.28,0,0.75,0.45,0.3,82
CL.AB.RT2.hor.G,CL,CL.AB.RT2.hor.G,AB,RT2,hor,G,FR,2007,2014,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.865,0,0,1.0,0,0,0.246,0,1.0,0,0.38,0,0.45,0,2.5,3.01,0,0.75,0.45,0.3,82
CL.AB.RT2.hor.H,CL,CL.AB.RT2.hor.H,AB,RT2,hor,H,FR,2007,2014,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.59,0,0,1.0,0,0,0.33,0,1.0,0,0.29,0,0.45,0,2.5,4.54,0,0.75,0.45,0.3,82
CL.AB.RT2.hor.I,CL,CL.AB.RT2.hor.I,AB,RT2,hor,I,FR,2007,2014,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.5829,0,0,1.0,0,0,0.2489,0,1.0,0,0.62,0,0.45,0,2.5,4.54,0,0.75,0.45,0.3,82
CL.AB.RT2.lad.A,CL,CL.AB.RT2.lad.A,AB,RT2,lad,A,FR,2007,2014,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,1.08,0,0,1.0,0,0,0.69,0,1.0,0,1.4,0,0.45,0,2.5,5.8,0,0.75,0.45,0.3,82
CL.AB.RT2.lad.B,CL,CL.AB.RT2.lad.B,AB,RT2,lad,B,FR,2007,2014,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,1.0550000000000002,0,0,1.0,0,0,0.375,0,1.0,0,0.62,0,0.45,0,2.5,5.8,0,0.75,0.45,0.3,82
CL.AB.RT2.lad.C,CL,CL.AB.RT2.lad.C,AB,RT2,lad,C,FR,2007,2014,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,2.4,0,0,1.0,0,0,0.588,0,1.0,0,0.57,0,0.45,0,2.5,5.8,0,0.75,0.45,0.3,82
CL.AB.RT2.lad.D,CL,CL.AB.RT2.lad.D,AB,RT2,lad,D,FR,2007,2014,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.718,0,0,1.0,0,0,0.378,0,1.0,0,2.35,0,0.45,0,2.5,3.28,0,0.75,0.45,0.3,82
CL.AB.RT2.lad.E,CL,CL.AB.RT2.lad.E,AB,RT2,lad,E,FR,2007,2014,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.61,0,0,1.0,0,0,0.227,0,1.0,0,3.95,0,0.45,0,2.5,2.85,0,0.75,0.45,0.3,82
CL.AB.RT2.lad.F,CL,CL.AB.RT2.lad.F,AB,RT2,lad,F,FR,2007,2014,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.995,0,0,1.0,0,0,0.2795,0,1.0,0,3.95,0,0.45,0,2.5,2.85,0,0.75,0.45,0.3,82
CL.AB.RT2.lad.G,CL,CL.AB.RT2.lad.G,AB,RT2,lad,G,FR,2007,2014,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.7045,0,0,1.0,0,0,0.246,0,1.0,0,0.38,0,0.45,0,2.5,5.8,0,0.75,0.45,0.3,82
CL.AB.RT2.lad.H,CL,CL.AB.RT2.lad.H,AB,RT2,lad,H,FR,2007,2014,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.59,0,0,1.0,0,0,0.33,0,1.0,0,0.29,0,0.45,0,2.5,4.54,0,0.75,0.45,0.3,82
CL.AB.RT2.lad.I,CL,CL.AB.RT2.lad.I,AB,RT2,lad,I,FR,2007,2014,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.5829,0,0,1.0,0,0,0.2489,0,1.0,0,0.62,0,0.45,0,2.5,4.54,0,0.75,0.45,0.3,82
CL.AB.RT2.mad.A,CL,CL.AB.RT2.mad.A,AB,RT2,mad,A,FR,2007,2014,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,1.08,0,0,1.0,0,0,0.69,0,1.0,0,1.4,0,0.45,0,2.5,5.8,0,0.75,0.45,0.3,82
CL.AB.RT2.mad.B,CL,CL.AB.RT2.mad.B,AB,RT2,mad,B,FR,2007,2014,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,1.0550000000000002,0,0,1.0,0,0,0.375,0,1.0,0,0.62,0,0.45,0,2.5,5.8,0,0.75,0.45,0.3,82
CL.AB.RT2.mad.C,CL,CL.AB.RT2.mad.C,AB,RT2,mad,C,FR,2007,2014,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,1.29,0,0,1.0,0,0,0.588,0,1.0,0,0.57,0,0.45,0,2.5,5.8,0,0.75,0.45,0.3,82
CL.AB.RT2.mad.D,CL,CL.AB.RT2.mad.D,AB,RT2,mad,D,FR,2007,2014,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.984,0,0,1.0,0,0,0.58,0,1.0,0,0.88,0,0.45,0,2.5,3.01,0,0.75,0.45,0.3,82
CL.AB.RT2.mad.E,CL,CL.AB.RT2.mad.E,AB,RT2,mad,E,FR,2007,2014,24,12,58,2.4,55.7,0,0,5,0,5,0,2.0,2.375,2.375,2.375,2.375,0,9.5,0,0.9,1.0,0.7,0.9,0.765,0,0,1.0,0,0,0.386,0,1.0,0,0.508,0,0.45,0,2.5,5.8,0,0.75,0.45,0.3,82
