Code_BuildingVariant,Code_Country,Code_Building,Code_BuildingSizeClass,Code_Period,Code_Material,Code_Zone,Code_RoofType,Year1_Building,Year2_Building,n_Apartment,n_Storey,A_C_Ref,h_room,A_Wall_1,A_Wall_2,A_Wall_3,A_Roof_1,A_Roof_2,A_Floor_1,A_Floor_2,A_Door_1,A_Window_North,A_Window_East,A_Window_South,A_Window_West,A_Window_Horizontal,A_Window_1,A_Window_2,F_sh_vert,F_sh_hor,F_f,F_w,U_Actual_Wall_1,U_Actual_Wall_2,U_Actual_Wall_3,b_Transmission_Wall_1,b_Transmission_Wall_2,b_Transmission_Wall_3,U_Actual_Roof_1,U_Actual_Roof_2,b_Transmission_Roof_1,b_Transmission_Roof_2,U_Actual_Floor_1,U_Actual_Floor_2,b_Transmission_Floor_1,b_Transmission_Floor_2,U_Actual_Door_1,U_Window_1,U_Window_2,g_gl_n_Window_1,n_air_infiltration,n_air_use,q_h_nd
CL.SFH.CEV.met.H,CL,CL.SFH.CEV.met.H,SFH,CEV,met,H,SD,2015,2020,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.24,0,1.0,0,0.28,0,0.45,0,2.5,3.28,0,0.6,0.5,0.3,40
CL.SFH.CEV.met.I,CL,CL.SFH.CEV.met.I,SFH,CEV,met,I,SD,2015,2020,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.24471771083914,0,1.0,0,0.68,0,0.45,0,2.5,5.8,0,0.6,0.5,0.3,40
CL.SFH.CEV.prefab.A,CL,CL.SFH.CEV.prefab.A,SFH,CEV,prefab,A,SD,2015,2020,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,1.68,0,0,1.0,0,0,1.18,0,1.0,0,1.2,0,0.45,0,2.5,5.8,0,0.6,0.5,0.3,40
CL.SFH.CEV.prefab.B,CL,CL.SFH.CEV.prefab.B,SFH,CEV,prefab,B,SD,2015,2020,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,1.41,0,0,1.0,0,0,0.481,0,1.0,0,1.29,0,0.45,0,2.5,5.8,0,0.6,0.5,0.3,40
CL.SFH.CEV.prefab.C,CL,CL.SFH.CEV.prefab.C,SFH,CEV,prefab,C,SD,2015,2020,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,1.52,0,0,1.0,0,0,0.84,0,1.0,0,3.36,0,0.45,0,2.5,5.8,0,0.6,0.5,0.3,40
CL.SFH.CEV.prefab.D,CL,CL.SFH.CEV.prefab.D,SFH,CEV,prefab,D,SD,2015,2020,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.83,0,0,1.0,0,0,0.36,0,1.0,0,0.66,0,0.45,0,2.5,4.54,0,0.6,0.5,0.3,40
CL.SFH.CEV.prefab.E,CL,CL.SFH.CEV.prefab.E,SFH,CEV,prefab,E,SD,2015,2020,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.6,0,0,1.0,0,0,0.35,0,1.0,0,3.55,0,0.45,0,2.5,4.54,0,0.6,0.5,0.3,40
CL.SFH.CEV.prefab.F,CL,CL.SFH.CEV.prefab.F,SFH,CEV,prefab,F,SD,2015,2020,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.375,0,0,1.0,0,0,0.26,0,1.0,0,0.45,0,0.45,0,2.5,2.85,0,0.6,0.5,0.3,40
CL.SFH.CEV.prefab.G,CL,CL.SFH.CEV.prefab.G,SFH,CEV,prefab,G,SD,2015,2020,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.369,0,0,1.0,0,0,0.267,0,1.0,0,0.55,0,0.45,0,2.5,3.28,0,0.6,0.5,0.3,40
CL.SFH.CEV.prefab.H,CL,CL.SFH.CEV.prefab.H,SFH,CEV,prefab,H,SD,2015,2020,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.43999999999999995,0,0,1.0,0,0,0.24,0,1.0,0,0.28,0,0.45,0,2.5,3.28,0,0.6,0.5,0.3,40
CL.SFH.CEV.prefab.I,CL,CL.SFH.CEV.prefab.I,SFH,CEV,prefab,I,SD,2015,2020,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.5563064390105581,0,0,1.0,0,0,0.24471771083914,0,1.0,0,0.68,0,0.45,0,2.5,5.8,0,0.6,0.5,0.3,40
CL.SFH.post2021.adobe.A,CL,CL.SFH.post2021.adobe.A,SFH,post2021,adobe,A,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.77,0,1.0,0,3.2,0,0.45,0,2.5,5.8,0,0.6,0.5,0.3,40
CL.SFH.post2021.adobe.B,CL,CL.SFH.post2021.adobe.B,SFH,post2021,adobe,B,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.51,0,1.0,0,0.66,0,0.45,0,2.5,5.8,0,0.6,0.5,0.3,40
CL.SFH.post2021.adobe.C,CL,CL.SFH.post2021.adobe.C,SFH,post2021,adobe,C,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.481,0,1.0,0,3.36,0,0.45,0,2.5,5.8,0,0.6,0.5,0.3,40
CL.SFH.post2021.adobe.D,CL,CL.SFH.post2021.adobe.D,SFH,post2021,adobe,D,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.378,0,1.0,0,0.66,0,0.45,0,2.5,3.28,0,0.6,0.5,0.3,40
CL.SFH.post2021.adobe.E,CL,CL.SFH.post2021.adobe.E,SFH,post2021,adobe,E,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.386,0,1.0,0,1.4,0,0.45,0,2.5,4.54,0,0.6,0.5,0.3,40
CL.SFH.post2021.adobe.F,CL,CL.SFH.post2021.adobe.F,SFH,post2021,adobe,F,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.35,0,1.0,0,0.482,0,0.45,0,2.5,3.28,0,0.6,0.5,0.3,40
CL.SFH.post2021.adobe.G,CL,CL.SFH.post2021.adobe.G,SFH,post2021,adobe,G,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.29,0,1.0,0,0.38,0,0.45,0,2.5,3.28,0,0.6,0.5,0.3,40
CL.SFH.post2021.adobe.H,CL,CL.SFH.post2021.adobe.H,SFH,post2021,adobe,H,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.30000000000000004,0,1.0,0,0.29,0,0.45,0,2.5,3.28,0,0.6,0.5,0.3,40
CL.SFH.post2021.adobe.I,CL,CL.SFH.post2021.adobe.I,SFH,post2021,adobe,I,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.25,0,1.0,0,0.66,0,0.45,0,2.5,5.8,0,0.6,0.5,0.3,40
CL.SFH.post2021.hor.A,CL,CL.SFH.post2021.hor.A,SFH,post2021,hor,A,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,2.46,0,0,1.0,0,0,0.77,0,1.0,0,3.2,0,0.45,0,2.5,5.8,0,0.6,0.5,0.3,40
CL.SFH.post2021.hor.B,CL,CL.SFH.post2021.hor.B,SFH,post2021,hor,B,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.79,0,0,1.0,0,0,0.51,0,1.0,0,0.66,0,0.45,0,2.5,5.8,0,0.6,0.5,0.3,40
CL.SFH.post2021.hor.C,CL,CL.SFH.post2021.hor.C,SFH,post2021,hor,C,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,1.1949999999999998,0,0,1.0,0,0,0.60095,0,1.0,0,3.36,0,0.45,0,2.5,5.8,0,0.6,0.5,0.3,40
CL.SFH.post2021.hor.D,CL,CL.SFH.post2021.hor.D,SFH,post2021,hor,D,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.98,0,0,1.0,0,0,0.46,0,1.0,0,0.66,0,0.45,0,2.5,3.28,0,0.6,0.5,0.3,40
CL.SFH.post2021.hor.E,CL,CL.SFH.post2021.hor.E,SFH,post2021,hor,E,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.554,0,0,1.0,0,0,0.282,0,1.0,0,1.4,0,0.45,0,2.5,3.28,0,0.6,0.5,0.3,40
CL.SFH.post2021.hor.F,CL,CL.SFH.post2021.hor.F,SFH,post2021,hor,F,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.679,0,0,1.0,0,0,0.33,0,1.0,0,0.482,0,0.45,0,2.5,3.28,0,0.6,0.5,0.3,40
CL.SFH.post2021.hor.G,CL,CL.SFH.post2021.hor.G,SFH,post2021,hor,G,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.39,0,0,1.0,0,0,0.28,0,1.0,0,0.38,0,0.45,0,2.5,3.01,0,0.6,0.5,0.3,40
CL.SFH.post2021.hor.H,CL,CL.SFH.post2021.hor.H,SFH,post2021,hor,H,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.99,0,0,1.0,0,0,0.30000000000000004,0,1.0,0,0.29,0,0.45,0,2.5,3.28,0,0.6,0.5,0.3,40
CL.SFH.post2021.hor.I,CL,CL.SFH.post2021.hor.I,SFH,post2021,hor,I,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.425,0,0,1.0,0,0,0.25,0,1.0,0,0.66,0,0.45,0,2.5,5.8,0,0.6,0.5,0.3,40
CL.SFH.post2021.lad.A,CL,CL.SFH.post2021.lad.A,SFH,post2021,lad,A,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,2.46,0,0,1.0,0,0,0.77,0,1.0,0,3.2,0,0.45,0,2.5,5.8,0,0.6,0.5,0.3,40
CL.SFH.post2021.lad.B,CL,CL.SFH.post2021.lad.B,SFH,post2021,lad,B,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.79,0,0,1.0,0,0,0.51,0,1.0,0,0.66,0,0.45,0,2.5,5.8,0,0.6,0.5,0.3,40
CL.SFH.post2021.lad.C,CL,CL.SFH.post2021.lad.C,SFH,post2021,lad,C,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,1.129,0,0,1.0,0,0,0.481,0,1.0,0,3.36,0,0.45,0,2.5,4.54,0,0.6,0.5,0.3,40
CL.SFH.post2021.lad.D,CL,CL.SFH.post2021.lad.D,SFH,post2021,lad,D,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.718,0,0,1.0,0,0,0.378,0,1.0,0,0.39,0,0.45,0,2.5,3.28,0,0.6,0.5,0.3,40
CL.SFH.post2021.lad.E,CL,CL.SFH.post2021.lad.E,SFH,post2021,lad,E,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.5800000000000001,0,0,1.0,0,0,0.282,0,1.0,0,1.4,0,0.45,0,2.5,3.145,0,0.6,0.5,0.3,40
CL.SFH.post2021.lad.F,CL,CL.SFH.post2021.lad.F,SFH,post2021,lad,F,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.65,0,0,1.0,0,0,0.27,0,1.0,0,0.482,0,0.45,0,2.5,2.85,0,0.6,0.5,0.3,40
CL.SFH.post2021.lad.G,CL,CL.SFH.post2021.lad.G,SFH,post2021,lad,G,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.47,0,0,1.0,0,0,0.29,0,1.0,0,0.38,0,0.45,0,2.5,3.28,0,0.6,0.5,0.3,40
CL.SFH.post2021.lad.H,CL,CL.SFH.post2021.lad.H,SFH,post2021,lad,H,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.99,0,0,1.0,0,0,0.30000000000000004,0,1.0,0,0.29,0,0.45,0,2.5,3.28,0,0.6,0.5,0.3,40
CL.SFH.post2021.lad.I,CL,CL.SFH.post2021.lad.I,SFH,post2021,lad,I,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.425,0,0,1.0,0,0,0.25,0,1.0,0,0.66,0,0.45,0,2.5,5.8,0,0.6,0.5,0.3,40
CL.SFH.post2021.mad.A,CL,CL.SFH.post2021.mad.A,SFH,post2021,mad,A,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,2.46,0,0,1.0,0,0,0.77,0,1.0,0,3.2,0,0.45,0,2.5,5.8,0,0.6,0.5,0.3,40
CL.SFH.post2021.mad.B,CL,CL.SFH.post2021.mad.B,SFH,post2021,mad,B,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.79,0,0,1.0,0,0,0.51,0,1.0,0,0.66,0,0.45,0,2.5,5.8,0,0.6,0.5,0.3,40
CL.SFH.post2021.mad.C,CL,CL.SFH.post2021.mad.C,SFH,post2021,mad,C,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,1.1949999999999998,0,0,1.0,0,0,0.481,0,1.0,0,3.36,0,0.45,0,2.5,5.8,0,0.6,0.5,0.3,40
CL.SFH.post2021.mad.D,CL,CL.SFH.post2021.mad.D,SFH,post2021,mad,D,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.96,0,0,1.0,0,0,0.36,0,1.0,0,0.62,0,0.45,0,2.5,3.01,0,0.6,0.5,0.3,40
CL.SFH.post2021.mad.E,CL,CL.SFH.post2021.mad.E,SFH,post2021,mad,E,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.775,0,0,1.0,0,0,0.386,0,1.0,0,1.4,0,0.45,0,2.5,5.8,0,0.6,0.5,0.3,40
CL.SFH.post2021.mad.F,CL,CL.SFH.post2021.mad.F,SFH,post2021,mad,F,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.67,0,0,1.0,0,0,0.35,0,1.0,0,0.482,0,0.45,0,2.5,5.8,0,0.6,0.5,0.3,40
CL.SFH.post2021.mad.G,CL,CL.SFH.post2021.mad.G,SFH,post2021,mad,G,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.47,0,0,1.0,0,0,0.29,0,1.0,0,0.38,0,0.45,0,2.5,3.28,0,0.6,0.5,0.3,40
CL.SFH.post2021.mad.H,CL,CL.SFH.post2021.mad.H,SFH,post2021,mad,H,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.99,0,0,1.0,0,0,0.30000000000000004,0,1.0,0,0.29,0,0.45,0,2.5,3.28,0,0.6,0.5,0.3,40
CL.SFH.post2021.mad.I,CL,CL.SFH.post2021.mad.I,SFH,post2021,mad,I,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.425,0,0,1.0,0,0,0.25,0,1.0,0,0.66,0,0.45,0,2.5,5.8,0,0.6,0.5,0.3,40
CL.SFH.post2021.met.A,CL,CL.SFH.post2021.met.A,SFH,post2021,met,A,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.77,0,1.0,0,3.2,0,0.45,0,2.5,5.8,0,0.6,0.5,0.3,40
CL.SFH.post2021.met.B,CL,CL.SFH.post2021.met.B,SFH,post2021,met,B,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.51,0,1.0,0,0.66,0,0.45,0,2.5,5.8,0,0.6,0.5,0.3,40
CL.SFH.post2021.met.C,CL,CL.SFH.post2021.met.C,SFH,post2021,met,C,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.481,0,1.0,0,3.36,0,0.45,0,2.5,5.8,0,0.6,0.5,0.3,40
CL.SFH.post2021.met.D,CL,CL.SFH.post2021.met.D,SFH,post2021,met,D,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.378,0,1.0,0,0.66,0,0.45,0,2.5,3.28,0,0.6,0.5,0.3,40
CL.SFH.post2021.met.E,CL,CL.SFH.post2021.met.E,SFH,post2021,met,E,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.386,0,1.0,0,1.4,0,0.45,0,2.5,4.54,0,0.6,0.5,0.3,40
CL.SFH.post2021.met.F,CL,CL.SFH.post2021.met.F,SFH,post2021,met,F,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.35,0,1.0,0,0.482,0,0.45,0,2.5,3.28,0,0.6,0.5,0.3,40
CL.SFH.post2021.met.G,CL,CL.SFH.post2021.met.G,SFH,post2021,met,G,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.29,0,1.0,0,0.38,0,0.45,0,2.5,3.28,0,0.6,0.5,0.3,40
CL.SFH.post2021.met.H,CL,CL.SFH.post2021.met.H,SFH,post2021,met,H,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.30000000000000004,0,1.0,0,0.29,0,0.45,0,2.5,3.28,0,0.6,0.5,0.3,40
CL.SFH.post2021.met.I,CL,CL.SFH.post2021.met.I,SFH,post2021,met,I,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.25,0,1.0,0,0.66,0,0.45,0,2.5,5.8,0,0.6,0.5,0.3,40
CL.SFH.post2021.prefab.A,CL,CL.SFH.post2021.prefab.A,SFH,post2021,prefab,A,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,2.46,0,0,1.0,0,0,0.77,0,1.0,0,3.2,0,0.45,0,2.5,5.8,0,0.6,0.5,0.3,40
CL.SFH.post2021.prefab.B,CL,CL.SFH.post2021.prefab.B,SFH,post2021,prefab,B,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.79,0,0,1.0,0,0,0.51,0,1.0,0,0.66,0,0.45,0,2.5,5.8,0,0.6,0.5,0.3,40
CL.SFH.post2021.prefab.C,CL,CL.SFH.post2021.prefab.C,SFH,post2021,prefab,C,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.317,0,0,1.0,0,0,0.43,0,1.0,0,3.36,0,0.45,0,2.5,3.01,0,0.6,0.5,0.3,40
CL.SFH.post2021.prefab.D,CL,CL.SFH.post2021.prefab.D,SFH,post2021,prefab,D,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.945,0,0,1.0,0,0,0.378,0,1.0,0,0.66,0,0.45,0,2.5,3.28,0,0.6,0.5,0.3,40
CL.SFH.post2021.prefab.E,CL,CL.SFH.post2021.prefab.E,SFH,post2021,prefab,E,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.554,0,0,1.0,0,0,0.386,0,1.0,0,1.4,0,0.45,0,2.5,4.54,0,0.6,0.5,0.3,40
CL.SFH.post2021.prefab.F,CL,CL.SFH.post2021.prefab.F,SFH,post2021,prefab,F,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.377,0,0,1.0,0,0,0.27,0,1.0,0,0.482,0,0.45,0,2.5,3.065,0,0.6,0.5,0.3,40
CL.SFH.post2021.prefab.G,CL,CL.SFH.post2021.prefab.G,SFH,post2021,prefab,G,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.61,0,0,1.0,0,0,0.3,0,1.0,0,0.38,0,0.45,0,2.5,4.54,0,0.6,0.5,0.3,40
CL.SFH.post2021.prefab.H,CL,CL.SFH.post2021.prefab.H,SFH,post2021,prefab,H,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.99,0,0,1.0,0,0,0.30000000000000004,0,1.0,0,0.29,0,0.45,0,2.5,3.28,0,0.6,0.5,0.3,40
CL.SFH.post2021.prefab.I,CL,CL.SFH.post2021.prefab.I,SFH,post2021,prefab,I,SD,2021,9999,1,2,70,2.4,67.2,0,0,35,0,35,0,2.0,2.525,2.525,2.525,2.525,0,10.1,0,0.9,1.0,0.7,0.9,0.425,0,0,1.0,0,0,0.25,0,1.0,0,0.66,0,0.45,0,2.5,5.8,0,0.6,0.5,0.3,40
CL.MFH.preRT.adobe.A,CL,CL.MFH.preRT.adobe.A,MFH,preRT,adobe,A,SD,1,1999,8,4,55,2.4,52.8,0,0,14,0,14,0,2.0,2.25,2.25,2.25,2.25,0,9.0,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.9,0,1.0,0,3.41,0,0.45,0,2.5,5.8,0,0.87,0.7,0.3,130
CL.MFH.preRT.adobe.B,CL,CL.MFH.preRT.adobe.B,MFH,preRT,adobe,B,SD,1,1999,8,4,55,2.4,52.8,0,0,14,0,14,0,2.0,2.25,2.25,2.25,2.25,0,9.0,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.81,0,1.0,0,1.29,0,0.45,0,2.5,5.8,0,0.87,0.7,0.3,130
CL.MFH.preRT.adobe.C,CL,CL.MFH.preRT.adobe.C,MFH,preRT,adobe,C,SD,1,1999,8,4,55,2.4,52.8,0,0,14,0,14,0,2.0,2.25,2.25,2.25,2.25,0,9.0,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.48,0,1.0,0,3.36,0,0.45,0,2.5,3.28,0,0.87,0.7,0.3,130
CL.MFH.preRT.adobe.D,CL,CL.MFH.preRT.adobe.D,MFH,preRT,adobe,D,SD,1,1999,8,4,55,2.4,52.8,0,0,14,0,14,0,2.0,2.25,2.25,2.25,2.25,0,9.0,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.378,0,1.0,0,0.66,0,0.45,0,2.5,3.145,0,0.87,0.7,0.3,130
CL.MFH.preRT.adobe.E,CL,CL.MFH.preRT.adobe.E,MFH,preRT,adobe,E,SD,1,1999,8,4,55,2.4,52.8,0,0,14,0,14,0,2.0,2.25,2.25,2.25,2.25,0,9.0,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.378,0,1.0,0,3.95,0,0.45,0,2.5,3.28,0,0.87,0.7,0.3,130
